id,city,parking_name,latitude,longitude,area,capacity,available_spaces,occupancy_percentage,parking_type,fee_per_hour,safety_score,lighting_score,cctv_score,security_guard,walking_distance_m,ev_charging,accessible_parking,status,last_updated
e2db51cd-4b58-4ea1-a660-a7abce6dc187,bengaluru,Indiranagar Public Parking,13.072702,77.686326,Indiranagar,431,166,61.26,Open Lot,50,4.6,3.1,10.0,False,107,False,True,Active,2026-07-31T19:24:42.971998+00:00
7e528263-9b4a-47ed-b9d7-636bb7e75779,bengaluru,HSR Layout Public Parking,12.865261,77.686987,HSR Layout,284,107,61.99,Open Lot,40,6.6,8.2,5.6,True,793,False,True,Active,2026-07-31T19:24:42.972014+00:00
403cf9f2-18fa-4c25-956a-47f056241e24,bengaluru,Jayanagar Public Parking,12.956241,77.713864,Jayanagar,480,183,61.85,Mall Parking,30,2.8,5.9,4.5,False,642,False,True,Active,2026-07-31T19:24:42.972032+00:00
bdc777ff-7b21-45bd-ab5c-3f198dbf62fe,bengaluru,HSR Layout Public Parking,12.857754,77.783134,HSR Layout,496,276,44.21,Street,50,4.9,3.8,7.9,True,534,True,True,Active,2026-07-31T19:24:42.972046+00:00
eb89924e-6f70-4771-8994-2e842e5153cc,bengaluru,Whitefield Public Parking,13.009622,77.654766,Whitefield,230,146,36.36,Street,40,3.5,5.8,8.0,False,636,True,True,Active,2026-07-31T19:24:42.972060+00:00
bff982b8-1772-4c1f-8e41-4e561111584d,bengaluru,Rajajinagar Transit Parking,12.944863,77.512584,Rajajinagar,194,36,81.24,Underground,40,3.6,7.2,3.4,False,616,True,True,Active,2026-07-31T19:24:42.972073+00:00
d208a41e-6a20-4db2-bc1b-0e352589752f,bengaluru,Malleshwaram Smart Parking,12.916471,77.706127,Malleshwaram,357,310,13.08,Mall Parking,40,2.7,4.7,4.1,False,286,False,True,Active,2026-07-31T19:24:42.972087+00:00
c7a14bda-57f0-4cd0-a30b-dda05bbe28c8,bengaluru,Rajajinagar Parking Zone,13.059982,77.54218,Rajajinagar,176,100,42.72,Underground,20,6.5,9.6,3.6,True,396,True,False,Active,2026-07-31T19:24:42.972100+00:00
6e51222e-9baa-4d10-a093-b560cee677bc,bengaluru,Jayanagar Public Parking,12.929782,77.771955,Jayanagar,196,20,89.47,Street,50,3.3,4.9,5.8,False,354,True,True,Active,2026-07-31T19:24:42.972113+00:00
43880ad5-75a9-4f03-b848-294be7ea1ead,bengaluru,Bellandur Transit Parking,13.039564,77.619118,Bellandur,258,124,51.61,Multi-level,30,4.1,6.6,3.6,True,368,False,False,Active,2026-07-31T19:24:42.972126+00:00
470de5d1-ca7b-4fe7-83d9-1ad76c9909a3,bengaluru,HSR Layout Public Parking,12.835798,77.791852,HSR Layout,293,236,19.25,Open Lot,50,4.4,7.2,6.2,False,126,True,True,Active,2026-07-31T19:24:42.972158+00:00
bccc7674-5c78-44e0-a9ae-f61eddde83bb,bengaluru,Indiranagar Smart Parking,12.813281,77.747403,Indiranagar,98,10,89.15,Underground,40,3.9,5.1,6.0,False,449,True,False,Active,2026-07-31T19:24:42.972173+00:00
6b3730bf-aa3b-48fe-b9f1-d6bcd3d85b57,bengaluru,Jayanagar Transit Parking,12.957027,77.787478,Jayanagar,139,91,34.11,Mall Parking,50,5.6,4.2,6.8,True,95,False,True,Active,2026-07-31T19:24:42.972191+00:00
2c5c5b27-b485-443b-8f6e-2cfe57c57791,bengaluru,Marathahalli Public Parking,13.066358,77.527312,Marathahalli,241,186,22.72,Street,30,4.0,4.4,5.6,True,204,False,True,Active,2026-07-31T19:24:42.972206+00:00
04d1a117-1e60-47ac-a83f-bcbae4abd616,bengaluru,HSR Layout Parking Zone,12.802692,77.552552,HSR Layout,322,275,14.37,Street,40,2.5,6.8,3.3,False,658,True,True,Active,2026-07-31T19:24:42.972220+00:00
3104971a-0b1e-4464-95e5-920d6c61b530,bengaluru,Jayanagar Smart Parking,12.928067,77.611264,Jayanagar,415,151,63.53,Mall Parking,40,6.0,4.8,7.9,True,276,True,True,Active,2026-07-31T19:24:42.972232+00:00
5e0fccd4-b34d-419a-8168-cf1450b22e8f,bengaluru,Rajajinagar Parking Zone,12.82248,77.760019,Rajajinagar,363,277,23.66,Mall Parking,60,4.3,6.0,4.2,True,484,False,True,Active,2026-07-31T19:24:42.972246+00:00
29101146-e4cf-4758-b968-a0ce26338977,bengaluru,Indiranagar Parking Zone,12.986509,77.591253,Indiranagar,280,188,32.69,Underground,60,3.3,3.4,3.9,True,234,True,False,Active,2026-07-31T19:24:42.972259+00:00
6ff6f1ff-efc9-40aa-b8fa-910caed028de,bengaluru,Bellandur Parking Zone,13.061211,77.589479,Bellandur,58,40,29.84,Multi-level,20,4.5,4.1,4.5,True,678,False,True,Active,2026-07-31T19:24:42.972273+00:00
07f38f90-e6d6-4d6f-8e9a-5c15ab89e3e0,bengaluru,Marathahalli Transit Parking,12.908573,77.774063,Marathahalli,265,192,27.37,Underground,50,4.7,7.1,8.7,False,565,False,False,Active,2026-07-31T19:24:42.972287+00:00
98cc20ac-80b6-4d5e-826f-0175db654a16,bengaluru,Electronic City Parking Zone,13.018095,77.720007,Electronic City,387,178,54.0,Street,20,4.8,9.9,6.4,False,620,False,False,Active,2026-07-31T19:24:42.972303+00:00
c195499c-c29b-40ee-bd36-202d485b4ed9,bengaluru,Hebbal Public Parking,12.841702,77.690381,Hebbal,485,303,37.35,Multi-level,50,5.0,9.6,6.9,False,170,False,True,Active,2026-07-31T19:24:42.972316+00:00
011a9aee-f337-4079-924c-3fcd35b113e9,bengaluru,HSR Layout Parking Zone,12.842,77.585802,HSR Layout,148,125,15.31,Open Lot,50,2.9,4.2,4.9,False,390,False,True,Active,2026-07-31T19:24:42.972331+00:00
c069e1c2-b684-4e81-8025-a095e9ae64a6,bengaluru,Rajajinagar Public Parking,12.932144,77.548,Rajajinagar,481,71,85.14,Open Lot,30,6.1,7.5,4.2,True,719,False,True,Active,2026-07-31T19:24:42.972344+00:00
52570cd9-7247-4bf3-93ef-608d463a721c,bengaluru,Malleshwaram Parking Zone,12.952082,77.799228,Malleshwaram,259,13,94.93,Underground,60,4.3,5.3,7.3,False,214,True,False,Active,2026-07-31T19:24:42.972357+00:00
3c483ac0-5b88-45d2-bdc3-8ace6e264aa8,bengaluru,Rajajinagar Smart Parking,12.994113,77.763914,Rajajinagar,68,50,25.12,Street,30,6.4,5.5,8.2,True,311,True,True,Active,2026-07-31T19:24:42.972371+00:00
eff73f44-2dd7-4bea-8f37-32151778b0fa,bengaluru,Banashankari Transit Parking,12.99287,77.587504,Banashankari,244,161,33.7,Street,20,5.0,7.3,4.4,True,243,True,True,Active,2026-07-31T19:24:42.972384+00:00
822ec010-1b5e-4d18-aab7-7008b81102ab,bengaluru,MG Road Transit Parking,12.958143,77.745087,MG Road,127,57,54.87,Mall Parking,40,5.7,4.8,9.0,True,517,True,True,Active,2026-07-31T19:24:42.972398+00:00
300ccdb8-8184-4267-84c0-d4f498405288,bengaluru,Electronic City Transit Parking,12.925686,77.738172,Electronic City,467,148,68.15,Mall Parking,60,5.7,3.1,9.7,True,698,False,False,Active,2026-07-31T19:24:42.972412+00:00
67da1cce-7ee8-4791-8028-e405b9ebd695,bengaluru,Koramangala Smart Parking,12.802812,77.509073,Koramangala,466,233,49.8,Multi-level,30,6.6,4.7,9.6,True,640,True,True,Active,2026-07-31T19:24:42.972430+00:00
b5191993-c7b6-440f-81a6-d4294a0a05fd,bengaluru,Rajajinagar Smart Parking,12.922492,77.569869,Rajajinagar,291,84,70.99,Multi-level,60,4.3,4.2,5.3,True,536,True,False,Active,2026-07-31T19:24:42.972451+00:00
1ada0a83-9d35-4b0b-9211-4771590f4656,bengaluru,Marathahalli Smart Parking,12.873069,77.663924,Marathahalli,115,33,71.28,Multi-level,60,5.2,3.6,5.7,True,677,False,True,Active,2026-07-31T19:24:42.972472+00:00
9647a1a3-5c9a-4866-ad95-a76862845acf,bengaluru,Bellandur Parking Zone,12.814239,77.797146,Bellandur,355,51,85.63,Street,60,4.1,3.8,3.9,True,409,False,True,Active,2026-07-31T19:24:42.972493+00:00
9b1f1584-818f-4e86-b87b-571e8d4a2eaf,bengaluru,Koramangala Transit Parking,13.027702,77.722032,Koramangala,284,152,46.48,Mall Parking,60,3.9,8.7,5.1,False,382,False,True,Active,2026-07-31T19:24:42.972522+00:00
d7934177-bd69-45e2-b55b-e09463da6a84,bengaluru,Koramangala Smart Parking,12.858495,77.668998,Koramangala,155,104,32.58,Mall Parking,20,6.0,7.2,5.5,True,65,True,True,Active,2026-07-31T19:24:42.972542+00:00
52e1c165-809d-4134-b8d9-168b05ca8300,bengaluru,Whitefield Transit Parking,13.073639,77.765932,Whitefield,151,35,76.53,Underground,30,6.9,6.5,8.5,True,373,False,False,Active,2026-07-31T19:24:42.972565+00:00
ba5bc53c-ab63-44c0-8b16-5f2c02d8545b,bengaluru,Banashankari Smart Parking,12.951806,77.521353,Banashankari,183,74,59.06,Open Lot,30,3.5,5.6,3.0,True,499,False,False,Active,2026-07-31T19:24:42.972586+00:00
468835b7-f26a-442b-b4df-8fd831792c6c,bengaluru,Marathahalli Parking Zone,13.086987,77.637673,Marathahalli,200,58,70.71,Street,30,6.4,10.0,4.5,True,338,True,True,Active,2026-07-31T19:24:42.972607+00:00
06a18a10-0db8-4476-b4bd-44379f24f584,bengaluru,Rajajinagar Transit Parking,12.960068,77.639447,Rajajinagar,361,296,17.82,Multi-level,30,3.6,8.2,3.4,False,203,False,True,Active,2026-07-31T19:24:42.972629+00:00
589c5460-ecbb-4b88-8525-687c300c5e66,bengaluru,Jayanagar Smart Parking,12.846248,77.663457,Jayanagar,192,51,73.02,Mall Parking,30,2.9,3.7,5.3,False,336,False,True,Active,2026-07-31T19:24:42.972656+00:00
6257a472-ad02-47a3-b42d-ac7016198362,bengaluru,Banashankari Transit Parking,12.944032,77.509165,Banashankari,420,68,83.72,Street,30,6.8,7.2,7.1,True,405,True,True,Active,2026-07-31T19:24:42.972679+00:00
df429fad-46c6-4ad9-bb30-bf4f77755c7b,bengaluru,Brigade Road Transit Parking,13.077814,77.594222,Brigade Road,302,173,42.64,Underground,60,5.6,8.4,9.8,False,294,False,True,Active,2026-07-31T19:24:42.972699+00:00
d4395a99-ff9d-4468-83ce-dc0250032922,bengaluru,Electronic City Smart Parking,12.907892,77.698728,Electronic City,432,194,54.94,Underground,20,3.2,5.5,5.8,False,721,True,True,Active,2026-07-31T19:24:42.972721+00:00
1a2960d4-0e3d-4f42-87c7-c227b36c0eef,bengaluru,Malleshwaram Parking Zone,13.076799,77.660337,Malleshwaram,66,15,76.55,Mall Parking,30,5.7,6.6,6.3,True,469,True,False,Active,2026-07-31T19:24:42.972742+00:00
a24703d0-d368-4aee-aba3-238d4290f046,bengaluru,Rajajinagar Parking Zone,13.076339,77.726837,Rajajinagar,434,322,25.71,Street,50,6.1,8.1,5.2,True,105,True,True,Active,2026-07-31T19:24:42.972764+00:00
ded432d8-ba86-49a6-8377-cebdb96626de,bengaluru,Yelahanka Smart Parking,12.844064,77.767066,Yelahanka,204,166,18.53,Open Lot,50,4.7,3.7,9.5,False,596,False,True,Active,2026-07-31T19:24:42.972796+00:00
ee7f8ed1-5c2a-485c-95a1-2dc844f8e317,bengaluru,Hebbal Public Parking,12.83617,77.727477,Hebbal,200,26,86.66,Underground,30,4.8,4.2,7.7,True,359,True,True,Active,2026-07-31T19:24:42.972821+00:00
4e4a146b-cd14-4c52-bfb7-34a4761f55aa,bengaluru,Marathahalli Smart Parking,13.089807,77.62264,Marathahalli,235,174,25.92,Open Lot,20,4.0,7.1,7.4,False,708,True,True,Active,2026-07-31T19:24:42.972843+00:00
35c61b26-6234-43c9-9420-e25c37865d2a,bengaluru,Rajajinagar Parking Zone,13.004684,77.771275,Rajajinagar,344,262,23.78,Multi-level,30,5.1,4.3,8.3,True,647,True,True,Active,2026-07-31T19:24:42.972862+00:00
5096ad58-d924-413a-8bee-01ca3f0aca51,bengaluru,Rajajinagar Transit Parking,13.05031,77.678472,Rajajinagar,464,86,81.42,Underground,30,3.2,3.1,9.4,False,55,True,False,Active,2026-07-31T19:24:42.972884+00:00
8818935d-0282-41c9-8cce-c9955469fdac,bengaluru,MG Road Public Parking,12.855984,77.667093,MG Road,312,79,74.44,Street,60,6.9,6.8,9.4,True,56,False,False,Active,2026-07-31T19:24:42.972905+00:00
36a81b6c-86cb-47fc-8a19-2f262e9c73ab,bengaluru,Banashankari Transit Parking,12.89078,77.670389,Banashankari,158,101,35.46,Multi-level,50,8.2,9.5,8.7,True,504,False,True,Active,2026-07-31T19:24:42.972944+00:00
bfd641e4-9729-4919-b052-d8d7960b794b,bengaluru,Whitefield Public Parking,13.034636,77.596698,Whitefield,235,16,92.88,Mall Parking,30,5.0,7.4,4.0,True,64,False,True,Active,2026-07-31T19:24:42.972969+00:00
011e5f5d-9eea-4d7f-9cee-844eb4f7309d,bengaluru,Indiranagar Transit Parking,12.916,77.776124,Indiranagar,407,111,72.57,Street,30,6.0,6.9,7.6,True,783,False,True,Active,2026-07-31T19:24:42.972991+00:00
585bdbfe-e032-4e00-8252-3035bb3141e3,bengaluru,MG Road Public Parking,13.098847,77.588178,MG Road,301,63,79.04,Mall Parking,50,2.3,4.8,6.0,False,388,True,False,Active,2026-07-31T19:24:42.973020+00:00
6d7a68bb-3844-4d4f-a421-6f415d4bc020,bengaluru,HSR Layout Smart Parking,12.880042,77.723684,HSR Layout,71,13,80.29,Open Lot,50,9.0,9.4,9.5,True,609,False,False,Active,2026-07-31T19:24:42.973044+00:00
559227d5-e1cc-43bf-85d0-70021b1ecc2b,bengaluru,Hebbal Public Parking,12.816608,77.740559,Hebbal,373,205,44.93,Underground,60,8.6,10.0,9.0,True,84,True,True,Active,2026-07-31T19:24:42.973067+00:00
6f5e845a-c207-4b81-a62c-918dc50f7874,bengaluru,Whitefield Transit Parking,13.035642,77.516133,Whitefield,118,83,29.07,Street,20,2.9,7.0,4.4,False,213,False,True,Active,2026-07-31T19:24:42.973089+00:00
37ac649e-0e11-4fc8-804b-5a002172b8fb,bengaluru,Indiranagar Smart Parking,12.802589,77.740966,Indiranagar,470,25,94.6,Open Lot,30,3.1,3.6,3.1,True,736,False,True,Active,2026-07-31T19:24:42.973112+00:00
42282f94-831c-43bf-9538-21dccb521251,bengaluru,Koramangala Transit Parking,13.017711,77.565384,Koramangala,123,23,80.52,Multi-level,40,7.3,9.1,5.9,True,651,True,True,Active,2026-07-31T19:24:42.973136+00:00
8e975cef-3b91-427f-b014-688a654ecbad,bengaluru,Koramangala Parking Zone,13.078964,77.582853,Koramangala,447,384,14.08,Open Lot,20,5.2,4.6,6.6,True,152,True,True,Active,2026-07-31T19:24:42.973161+00:00
226c2c81-1ebd-46d3-952b-94dc532fce55,bengaluru,MG Road Parking Zone,13.03815,77.758319,MG Road,253,163,35.53,Mall Parking,30,1.5,3.1,5.6,False,209,True,True,Active,2026-07-31T19:24:42.973187+00:00
333ec6b1-5ac7-4f33-87e3-21a4749282af,bengaluru,Brigade Road Transit Parking,12.919691,77.523379,Brigade Road,50,17,65.82,Mall Parking,60,7.1,7.2,6.8,True,393,False,True,Active,2026-07-31T19:24:42.973254+00:00
147eb3ce-dd39-4cca-947f-4a21a883151b,bengaluru,Jayanagar Parking Zone,13.019303,77.565196,Jayanagar,380,114,69.85,Underground,20,2.8,6.1,3.3,False,781,False,True,Active,2026-07-31T19:24:42.973282+00:00
1591ead6-db88-4201-994e-b38edb128e95,bengaluru,Brigade Road Public Parking,13.063102,77.783192,Brigade Road,101,53,47.42,Street,30,4.6,8.6,6.9,False,727,True,True,Active,2026-07-31T19:24:42.973312+00:00
2fc8dfd1-5b01-434b-8850-f70678040068,bengaluru,Rajajinagar Parking Zone,12.989677,77.591899,Rajajinagar,322,132,58.97,Underground,60,3.7,5.6,5.0,False,284,False,False,Active,2026-07-31T19:24:42.973342+00:00
ac8d23b5-ce92-4fba-b0a2-34c84b829eed,bengaluru,Malleshwaram Smart Parking,12.933624,77.790789,Malleshwaram,71,61,13.24,Underground,20,6.3,3.5,9.4,True,60,False,True,Active,2026-07-31T19:24:42.973369+00:00
