area,latitude,longitude,zone_type,date,day_of_week,hour,is_weekend,is_night,crowd_score,crowd_level,estimated_people,capacity,utilisation_pct,has_metro,bus_stops_nearby,isolation_risk,overcrowd_risk,data_source
BTM Layout,12.919734,77.606311,residential,2024-01-17,Wednesday,20,0,1,0.446,Moderate,1964,5000,44.6,0,9,0.277,0.357,synthetic
BTM Layout,12.914753,77.606834,residential,2024-01-17,Wednesday,21,0,1,0.33,Moderate,1480,5000,33.0,0,9,0.335,0.264,synthetic
BTM Layout,12.916014,77.60962,residential,2024-01-17,Wednesday,22,0,1,0.214,Low,951,5000,21.4,0,9,0.393,0.171,synthetic
BTM Layout,12.919531,77.609491,residential,2024-01-17,Wednesday,23,0,1,0.126,Low,634,5000,12.6,0,9,0.437,0.101,synthetic
KR Puram,12.999745,77.695508,transit,2024-01-17,Wednesday,0,0,1,0.065,Low,398,5500,6.5,1,10,0.467,0.052,synthetic
KR Puram,12.998257,77.699677,transit,2024-01-17,Wednesday,1,0,1,0.068,Low,367,5500,6.8,1,10,0.466,0.054,synthetic
KR Puram,12.999333,77.696848,transit,2024-01-17,Wednesday,2,0,1,0.056,Low,315,5500,5.6,1,10,0.472,0.044,synthetic
KR Puram,12.996745,77.696411,transit,2024-01-17,Wednesday,3,0,1,0.029,Low,143,5500,2.9,1,10,0.486,0.023,synthetic
KR Puram,12.998786,77.697427,transit,2024-01-17,Wednesday,4,0,1,0.066,Low,377,5500,6.6,1,10,0.467,0.053,synthetic
KR Puram,13.000861,77.693865,transit,2024-01-17,Wednesday,5,0,1,0.167,Low,889,5500,16.7,1,10,0.416,0.134,synthetic
KR Puram,12.996348,77.693208,transit,2024-01-17,Wednesday,6,0,0,0.2,Low,1125,5500,20.0,1,10,0.16,0.16,synthetic
KR Puram,12.994503,77.693809,transit,2024-01-17,Wednesday,7,0,0,0.358,Moderate,1727,5500,35.8,1,10,0.128,0.286,synthetic
KR Puram,13.001794,77.692519,transit,2024-01-17,Wednesday,8,0,0,0.607,High,3602,5500,60.7,1,10,0.079,0.486,synthetic
KR Puram,12.999228,77.695521,transit,2024-01-17,Wednesday,9,0,0,0.55,High,2707,5500,55.0,1,10,0.09,0.44,synthetic
KR Puram,12.994809,77.69994,transit,2024-01-17,Wednesday,10,0,0,0.503,Moderate,2758,5500,50.3,1,10,0.099,0.402,synthetic
KR Puram,12.998382,77.699043,transit,2024-01-17,Wednesday,11,0,0,0.369,Moderate,1854,5500,36.9,1,10,0.126,0.296,synthetic
KR Puram,13.000168,77.699473,transit,2024-01-17,Wednesday,12,0,0,0.439,Moderate,2491,5500,43.9,1,10,0.112,0.351,synthetic
KR Puram,13.001752,77.692477,transit,2024-01-17,Wednesday,13,0,0,0.419,Moderate,2538,5500,41.9,1,10,0.116,0.335,synthetic
KR Puram,12.997064,77.697807,transit,2024-01-17,Wednesday,14,0,0,0.392,Moderate,1897,5500,39.2,1,10,0.122,0.314,synthetic
KR Puram,12.996546,77.692919,transit,2024-01-17,Wednesday,15,0,0,0.388,Moderate,1991,5500,38.8,1,10,0.122,0.311,synthetic
KR Puram,13.000672,77.695849,transit,2024-01-17,Wednesday,16,0,0,0.419,Moderate,2291,5500,41.9,1,10,0.116,0.336,synthetic
KR Puram,12.999067,77.699757,transit,2024-01-17,Wednesday,17,0,0,0.71,High,4007,5500,71.0,1,10,0.058,0.568,synthetic
KR Puram,12.993922,77.693908,transit,2024-01-17,Wednesday,18,0,0,0.697,High,3888,5500,69.7,1,10,0.061,0.557,synthetic
KR Puram,12.99631,77.69368,transit,2024-01-17,Wednesday,19,0,0,0.677,High,4115,5500,67.7,1,10,0.065,0.541,synthetic
KR Puram,12.997833,77.694417,transit,2024-01-17,Wednesday,20,0,1,0.525,Moderate,2579,5500,52.5,1,10,0.237,0.42,synthetic
KR Puram,13.000182,77.699554,transit,2024-01-17,Wednesday,21,0,1,0.434,Moderate,2421,5500,43.4,1,10,0.283,0.347,synthetic
KR Puram,13.000563,77.69924,transit,2024-01-17,Wednesday,22,0,1,0.228,Low,1310,5500,22.8,1,10,0.386,0.182,synthetic
KR Puram,12.998409,77.693062,transit,2024-01-17,Wednesday,23,0,1,0.141,Low,792,5500,14.1,1,10,0.429,0.113,synthetic
Nagawara,13.034895,77.620058,residential,2024-01-17,Wednesday,0,0,1,0.096,Low,308,3500,9.6,0,5,0.452,0.076,synthetic
Nagawara,13.037062,77.617584,residential,2024-01-17,Wednesday,1,0,1,0.056,Low,196,3500,5.6,0,5,0.472,0.045,synthetic
Nagawara,13.037466,77.61594,residential,2024-01-17,Wednesday,2,0,1,0.017,Low,62,3500,1.7,0,5,0.492,0.013,synthetic
Nagawara,13.030463,77.620893,residential,2024-01-17,Wednesday,3,0,1,0.004,Low,11,3500,0.4,0,5,0.498,0.003,synthetic
Nagawara,13.034283,77.618225,residential,2024-01-17,Wednesday,4,0,1,0.036,Low,129,3500,3.6,0,5,0.482,0.029,synthetic
Nagawara,13.0308,77.619879,residential,2024-01-17,Wednesday,5,0,1,0.07,Low,237,3500,7.0,0,5,0.465,0.056,synthetic
Nagawara,13.032314,77.617648,residential,2024-01-17,Wednesday,6,0,0,0.104,Low,392,3500,10.4,0,5,0.179,0.084,synthetic
Nagawara,13.037089,77.621556,residential,2024-01-17,Wednesday,7,0,0,0.179,Low,644,3500,17.9,0,5,0.164,0.143,synthetic
Nagawara,13.036923,77.615696,residential,2024-01-17,Wednesday,8,0,0,0.37,Moderate,1386,3500,37.0,0,5,0.126,0.296,synthetic
Nagawara,13.036585,77.618528,residential,2024-01-17,Wednesday,9,0,0,0.343,Moderate,1115,3500,34.3,0,5,0.131,0.274,synthetic
Nagawara,13.037736,77.616605,residential,2024-01-17,Wednesday,10,0,0,0.26,Moderate,845,3500,26.0,0,5,0.148,0.208,synthetic
Nagawara,13.037427,77.61932,residential,2024-01-17,Wednesday,11,0,0,0.265,Moderate,1031,3500,26.5,0,5,0.147,0.212,synthetic
Nagawara,13.031162,77.618655,residential,2024-01-17,Wednesday,12,0,0,0.349,Moderate,1336,3500,34.9,0,5,0.13,0.279,synthetic
Nagawara,13.037576,77.61697,residential,2024-01-17,Wednesday,13,0,0,0.292,Moderate,1074,3500,29.2,0,5,0.142,0.234,synthetic
Nagawara,13.035367,77.614733,residential,2024-01-17,Wednesday,14,0,0,0.288,Moderate,1086,3500,28.8,0,5,0.142,0.23,synthetic
Nagawara,13.035974,77.616494,residential,2024-01-17,Wednesday,15,0,0,0.267,Moderate,1009,3500,26.7,0,5,0.147,0.214,synthetic
Nagawara,13.030349,77.618303,residential,2024-01-17,Wednesday,16,0,0,0.272,Moderate,890,3500,27.2,0,5,0.146,0.217,synthetic
Nagawara,13.03113,77.619221,residential,2024-01-17,Wednesday,17,0,0,0.42,Moderate,1333,3500,42.0,0,5,0.116,0.336,synthetic
Nagawara,13.035561,77.614847,residential,2024-01-17,Wednesday,18,0,0,0.433,Moderate,1304,3500,43.3,0,5,0.113,0.347,synthetic
Nagawara,13.035977,77.620114,residential,2024-01-17,Wednesday,19,0,0,0.45,Moderate,1357,3500,45.0,0,5,0.11,0.36,synthetic
Nagawara,13.034173,77.614692,residential,2024-01-17,Wednesday,20,0,1,0.296,Moderate,989,3500,29.6,0,5,0.352,0.237,synthetic
Nagawara,13.030859,77.617909,residential,2024-01-17,Wednesday,21,0,1,0.262,Moderate,879,3500,26.2,0,5,0.369,0.209,synthetic
Nagawara,13.034339,77.615163,residential,2024-01-17,Wednesday,22,0,1,0.183,Low,571,3500,18.3,0,5,0.408,0.147,synthetic
Nagawara,13.03513,77.620366,residential,2024-01-17,Wednesday,23,0,1,0.135,Low,416,3500,13.5,0,5,0.432,0.108,synthetic
JP Nagar,12.893674,77.593406,residential,2024-01-17,Wednesday,0,0,1,0.071,Low,251,4000,7.1,0,7,0.464,0.057,synthetic
JP Nagar,12.894962,77.598352,residential,2024-01-17,Wednesday,1,0,1,0.099,Low,345,4000,9.9,0,7,0.45,0.079,synthetic
JP Nagar,12.900799,77.595352,residential,2024-01-17,Wednesday,2,0,1,0.042,Low,179,4000,4.2,0,7,0.479,0.034,synthetic
JP Nagar,12.89886,77.600215,residential,2024-01-17,Wednesday,3,0,1,0.027,Low,120,4000,2.7,0,7,0.486,0.022,synthetic
JP Nagar,12.89389,77.592765,residential,2024-01-17,Wednesday,4,0,1,0.067,Low,264,4000,6.7,0,7,0.466,0.054,synthetic
JP Nagar,12.89539,77.59486,residential,2024-01-17,Wednesday,5,0,1,0.123,Low,458,4000,12.3,0,7,0.439,0.098,synthetic
JP Nagar,12.89899,77.594876,residential,2024-01-17,Wednesday,6,0,0,0.153,Low,698,4000,15.3,0,7,0.169,0.122,synthetic
JP Nagar,12.897876,77.594755,residential,2024-01-17,Wednesday,7,0,0,0.21,Low,802,4000,21.0,0,7,0.158,0.168,synthetic
JP Nagar,12.894335,77.59933,residential,2024-01-17,Wednesday,8,0,0,0.406,Moderate,1552,4000,40.6,0,7,0.119,0.325,synthetic
JP Nagar,12.896775,77.59842,residential,2024-01-17,Wednesday,9,0,0,0.372,Moderate,1441,4000,37.2,0,7,0.126,0.298,synthetic
JP Nagar,12.899841,77.598067,residential,2024-01-17,Wednesday,10,0,0,0.282,Moderate,963,4000,28.2,0,7,0.144,0.226,synthetic
JP Nagar,12.897913,77.594364,residential,2024-01-17,Wednesday,11,0,0,0.272,Moderate,1064,4000,27.2,0,7,0.146,0.218,synthetic
JP Nagar,12.897086,77.598262,residential,2024-01-17,Wednesday,12,0,0,0.324,Moderate,1180,4000,32.4,0,7,0.135,0.259,synthetic
JP Nagar,12.895111,77.597829,residential,2024-01-17,Wednesday,13,0,0,0.319,Moderate,1159,4000,31.9,0,7,0.136,0.255,synthetic
JP Nagar,12.895251,77.597699,residential,2024-01-17,Wednesday,14,0,0,0.263,Moderate,1007,4000,26.3,0,7,0.147,0.21,synthetic
JP Nagar,12.896193,77.597941,residential,2024-01-17,Wednesday,15,0,0,0.295,Moderate,1134,4000,29.5,0,7,0.141,0.236,synthetic
JP Nagar,12.896994,77.594523,residential,2024-01-17,Wednesday,16,0,0,0.326,Moderate,1113,4000,32.6,0,7,0.135,0.261,synthetic
JP Nagar,12.896693,77.59352,residential,2024-01-17,Wednesday,17,0,0,0.457,Moderate,1794,4000,45.7,0,7,0.109,0.366,synthetic
JP Nagar,12.895575,77.598681,residential,2024-01-17,Wednesday,18,0,0,0.526,Moderate,1967,4000,52.6,0,7,0.095,0.421,synthetic
JP Nagar,12.893968,77.598506,residential,2024-01-17,Wednesday,19,0,0,0.416,Moderate,1673,4000,41.6,0,7,0.117,0.332,synthetic
JP Nagar,12.895975,77.594751,residential,2024-01-17,Wednesday,20,0,1,0.354,Moderate,1595,4000,35.4,0,7,0.323,0.283,synthetic
JP Nagar,12.899356,77.596906,residential,2024-01-17,Wednesday,21,0,1,0.299,Moderate,1158,4000,29.9,0,7,0.351,0.239,synthetic
JP Nagar,12.899945,77.596264,residential,2024-01-17,Wednesday,22,0,1,0.163,Low,744,4000,16.3,0,7,0.418,0.131,synthetic
JP Nagar,12.894747,77.596665,residential,2024-01-17,Wednesday,23,0,1,0.16,Low,578,4000,16.0,0,7,0.42,0.128,synthetic
MG Road,12.97546,77.603952,commercial,2024-01-18,Thursday,0,0,1,0.093,Low,748,8000,9.3,1,12,0.453,0.075,synthetic
MG Road,12.972275,77.601874,commercial,2024-01-18,Thursday,1,0,1,0.057,Low,404,8000,5.7,1,12,0.472,0.045,synthetic
MG Road,12.97582,77.603245,commercial,2024-01-18,Thursday,2,0,1,0.087,Low,689,8000,8.7,1,12,0.456,0.07,synthetic
MG Road,12.972447,77.603267,commercial,2024-01-18,Thursday,3,0,1,0.115,Low,898,8000,11.5,1,12,0.442,0.092,synthetic
MG Road,12.97361,77.605864,commercial,2024-01-18,Thursday,4,0,1,0.111,Low,901,8000,11.1,1,12,0.444,0.089,synthetic
MG Road,12.971434,77.601989,commercial,2024-01-18,Thursday,5,0,1,0.147,Low,1143,8000,14.7,1,12,0.426,0.118,synthetic
MG Road,12.974941,77.603586,commercial,2024-01-18,Thursday,6,0,0,0.126,Low,1074,8000,12.6,1,12,0.175,0.101,synthetic
MG Road,12.972068,77.607067,commercial,2024-01-18,Thursday,7,0,0,0.191,Low,1485,8000,19.1,1,12,0.162,0.153,synthetic
MG Road,12.977175,77.601838,commercial,2024-01-18,Thursday,8,0,0,0.426,Moderate,3604,8000,42.6,1,12,0.115,0.34,synthetic
MG Road,12.97305,77.602832,commercial,2024-01-18,Thursday,9,0,0,0.613,High,4810,8000,61.3,1,12,0.077,0.491,synthetic
MG Road,12.978073,77.607976,commercial,2024-01-18,Thursday,10,0,0,0.69,High,5488,8000,69.0,1,12,0.062,0.552,synthetic
MG Road,12.975915,77.602946,commercial,2024-01-18,Thursday,11,0,0,0.692,High,5381,8000,69.2,1,12,0.062,0.554,synthetic
MG Road,12.972108,77.603196,commercial,2024-01-18,Thursday,12,0,0,0.692,High,5165,8000,69.2,1,12,0.062,0.554,synthetic
MG Road,12.978062,77.607901,commercial,2024-01-18,Thursday,13,0,0,0.643,High,4499,8000,64.3,1,12,0.071,0.514,synthetic
MG Road,12.975792,77.603418,commercial,2024-01-18,Thursday,14,0,0,0.599,High,5402,8000,59.9,1,12,0.08,0.479,synthetic
MG Road,12.974941,77.605449,commercial,2024-01-18,Thursday,15,0,0,0.665,High,5408,8000,66.5,1,12,0.067,0.532,synthetic
MG Road,12.977983,77.606564,commercial,2024-01-18,Thursday,16,0,0,0.681,High,4848,8000,68.1,1,12,0.064,0.545,synthetic
MG Road,12.976591,77.603244,commercial,2024-01-18,Thursday,17,0,0,0.868,Extreme,7032,8000,86.8,1,12,0.026,0.694,synthetic
MG Road,12.971085,77.601074,commercial,2024-01-18,Thursday,18,0,0,0.943,Extreme,7587,8000,94.3,1,12,0.011,0.754,synthetic
MG Road,12.978083,77.604367,commercial,2024-01-18,Thursday,19,0,0,0.807,Extreme,6422,8000,80.7,1,12,0.039,0.646,synthetic
MG Road,12.978801,77.603657,commercial,2024-01-18,Thursday,20,0,1,0.606,High,4708,8000,60.6,1,12,0.197,0.485,synthetic
MG Road,12.976108,77.60263,commercial,2024-01-18,Thursday,21,0,1,0.479,Moderate,3742,8000,47.9,1,12,0.261,0.383,synthetic
MG Road,12.976781,77.601871,commercial,2024-01-18,Thursday,22,0,1,0.25,Moderate,2014,8000,25.0,1,12,0.375,0.2,synthetic
MG Road,12.978633,77.604759,commercial,2024-01-18,Thursday,23,0,1,0.155,Low,1090,8000,15.5,1,12,0.423,0.124,synthetic
Majestic,12.978078,77.568933,transit_hub,2024-01-18,Thursday,0,0,1,0.224,Low,2472,12000,22.4,1,20,0.388,0.268,synthetic
Majestic,12.977995,77.568476,transit_hub,2024-01-18,Thursday,1,0,1,0.196,Low,2021,12000,19.6,1,20,0.402,0.235,synthetic
Majestic,12.974569,77.569366,transit_hub,2024-01-18,Thursday,2,0,1,0.139,Low,1430,12000,13.9,1,20,0.43,0.167,synthetic
Majestic,12.979186,77.568446,transit_hub,2024-01-18,Thursday,3,0,1,0.157,Low,2119,12000,15.7,1,20,0.422,0.188,synthetic
Majestic,12.973448,77.571113,transit_hub,2024-01-18,Thursday,4,0,1,0.175,Low,2066,12000,17.5,1,20,0.412,0.21,synthetic
Majestic,12.978205,77.570225,transit_hub,2024-01-18,Thursday,5,0,1,0.282,Moderate,3281,12000,28.2,1,20,0.359,0.338,synthetic
Majestic,12.980478,77.570031,transit_hub,2024-01-18,Thursday,6,0,0,0.416,Moderate,4852,12000,41.6,1,20,0.117,0.5,synthetic
Majestic,12.974564,77.570278,transit_hub,2024-01-18,Thursday,7,0,0,0.756,High,8031,12000,75.6,1,20,0.049,0.908,synthetic
Majestic,12.974308,77.568543,transit_hub,2024-01-18,Thursday,8,0,0,1.0,Extreme,13761,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.976412,77.571681,transit_hub,2024-01-18,Thursday,9,0,0,1.0,Extreme,12980,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.979049,77.570989,transit_hub,2024-01-18,Thursday,10,0,0,1.0,Extreme,13602,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.980057,77.568066,transit_hub,2024-01-18,Thursday,11,0,0,0.79,High,9324,12000,79.0,1,20,0.042,0.948,synthetic
Majestic,12.977002,77.571664,transit_hub,2024-01-18,Thursday,12,0,0,0.875,Extreme,11216,12000,87.5,1,20,0.025,1.0,synthetic
Majestic,12.976335,77.569084,transit_hub,2024-01-18,Thursday,13,0,0,0.854,Extreme,10969,12000,85.4,1,20,0.029,1.0,synthetic
Majestic,12.980254,77.574474,transit_hub,2024-01-18,Thursday,14,0,0,0.84,Extreme,10152,12000,84.0,1,20,0.032,1.0,synthetic
Majestic,12.978089,77.567522,transit_hub,2024-01-18,Thursday,15,0,0,0.825,Extreme,10878,12000,82.5,1,20,0.035,0.991,synthetic
Majestic,12.973236,77.570206,transit_hub,2024-01-18,Thursday,16,0,0,0.876,Extreme,9930,12000,87.6,1,20,0.025,1.0,synthetic
Majestic,12.980759,77.567711,transit_hub,2024-01-18,Thursday,17,0,0,1.0,Extreme,11647,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.974919,77.574205,transit_hub,2024-01-18,Thursday,18,0,0,1.0,Extreme,10400,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.973753,77.570661,transit_hub,2024-01-18,Thursday,19,0,0,1.0,Extreme,13367,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.9752,77.56853,transit_hub,2024-01-18,Thursday,20,0,1,0.851,Extreme,9640,12000,85.1,1,20,0.075,1.0,synthetic
Majestic,12.974818,77.572597,transit_hub,2024-01-18,Thursday,21,0,1,0.617,High,7090,12000,61.7,1,20,0.192,0.74,synthetic
Majestic,12.979554,77.569507,transit_hub,2024-01-18,Thursday,22,0,1,0.4,Moderate,4339,12000,40.0,1,20,0.3,0.48,synthetic
Majestic,12.978441,77.572627,transit_hub,2024-01-18,Thursday,23,0,1,0.265,Moderate,3222,12000,26.5,1,20,0.368,0.318,synthetic
Koramangala,12.934277,77.627798,residential,2024-01-18,Thursday,0,0,1,0.078,Low,402,5000,7.8,0,8,0.461,0.063,synthetic
Koramangala,12.935592,77.624539,residential,2024-01-18,Thursday,1,0,1,0.092,Low,494,5000,9.2,0,8,0.454,0.073,synthetic
Koramangala,12.932856,77.62216,residential,2024-01-18,Thursday,2,0,1,0.045,Low,228,5000,4.5,0,8,0.478,0.036,synthetic
Koramangala,12.938597,77.627938,residential,2024-01-18,Thursday,3,0,1,0.022,Low,107,5000,2.2,0,8,0.489,0.018,synthetic
Koramangala,12.93265,77.623261,residential,2024-01-18,Thursday,4,0,1,0.036,Low,184,5000,3.6,0,8,0.482,0.029,synthetic
Koramangala,12.933961,77.624953,residential,2024-01-18,Thursday,5,0,1,0.13,Low,587,5000,13.0,0,8,0.435,0.104,synthetic
Koramangala,12.935865,77.621897,residential,2024-01-18,Thursday,6,0,0,0.144,Low,680,5000,14.4,0,8,0.171,0.116,synthetic
Koramangala,12.93577,77.625982,residential,2024-01-18,Thursday,7,0,0,0.217,Low,1210,5000,21.7,0,8,0.157,0.173,synthetic
Koramangala,12.937215,77.623979,residential,2024-01-18,Thursday,8,0,0,0.465,Moderate,2564,5000,46.5,0,8,0.107,0.372,synthetic
Koramangala,12.932407,77.626053,residential,2024-01-18,Thursday,9,0,0,0.403,Moderate,2269,5000,40.3,0,8,0.119,0.323,synthetic
Koramangala,12.93371,77.624039,residential,2024-01-18,Thursday,10,0,0,0.364,Moderate,1763,5000,36.4,0,8,0.127,0.291,synthetic
Koramangala,12.932198,77.625969,residential,2024-01-18,Thursday,11,0,0,0.351,Moderate,2010,5000,35.1,0,8,0.13,0.281,synthetic
Koramangala,12.936012,77.622442,residential,2024-01-18,Thursday,12,0,0,0.339,Moderate,1892,5000,33.9,0,8,0.132,0.271,synthetic
Koramangala,12.935099,77.621344,residential,2024-01-18,Thursday,13,0,0,0.334,Moderate,1809,5000,33.4,0,8,0.133,0.267,synthetic
Koramangala,12.937811,77.626072,residential,2024-01-18,Thursday,14,0,0,0.361,Moderate,2004,5000,36.1,0,8,0.128,0.289,synthetic
Koramangala,12.938219,77.621571,residential,2024-01-18,Thursday,15,0,0,0.342,Moderate,1484,5000,34.2,0,8,0.132,0.273,synthetic
Koramangala,12.933311,77.62808,residential,2024-01-18,Thursday,16,0,0,0.384,Moderate,1665,5000,38.4,0,8,0.123,0.307,synthetic
Koramangala,12.938191,77.622034,residential,2024-01-18,Thursday,17,0,0,0.527,Moderate,2342,5000,52.7,0,8,0.095,0.421,synthetic
Koramangala,12.933558,77.624139,residential,2024-01-18,Thursday,18,0,0,0.515,Moderate,2622,5000,51.5,0,8,0.097,0.412,synthetic
Koramangala,12.936251,77.626376,residential,2024-01-18,Thursday,19,0,0,0.472,Moderate,2538,5000,47.2,0,8,0.106,0.378,synthetic
Koramangala,12.93457,77.622471,residential,2024-01-18,Thursday,20,0,1,0.441,Moderate,1943,5000,44.1,0,8,0.279,0.353,synthetic
Koramangala,12.932237,77.624389,residential,2024-01-18,Thursday,21,0,1,0.288,Moderate,1256,5000,28.8,0,8,0.356,0.23,synthetic
Koramangala,12.931798,77.622826,residential,2024-01-18,Thursday,22,0,1,0.226,Low,1069,5000,22.6,0,8,0.387,0.18,synthetic
Koramangala,12.939071,77.621669,residential,2024-01-18,Thursday,23,0,1,0.14,Low,741,5000,14.0,0,8,0.43,0.112,synthetic
Silk Board,12.91956,77.609629,transit,2024-01-18,Thursday,0,0,1,0.172,Low,1105,7000,17.2,0,15,0.414,0.137,synthetic
Silk Board,12.918161,77.610189,transit,2024-01-18,Thursday,1,0,1,0.117,Low,696,7000,11.7,0,15,0.442,0.093,synthetic
Silk Board,12.919782,77.612145,transit,2024-01-18,Thursday,2,0,1,0.067,Low,450,7000,6.7,0,15,0.467,0.054,synthetic
Silk Board,12.914455,77.607894,transit,2024-01-18,Thursday,3,0,1,0.064,Low,422,7000,6.4,0,15,0.468,0.052,synthetic
Silk Board,12.913472,77.607375,transit,2024-01-18,Thursday,4,0,1,0.076,Low,605,7000,7.6,0,15,0.462,0.061,synthetic
Silk Board,12.919692,77.609718,transit,2024-01-18,Thursday,5,0,1,0.167,Low,1241,7000,16.7,0,15,0.417,0.133,synthetic
Silk Board,12.916011,77.608296,transit,2024-01-18,Thursday,6,0,0,0.295,Moderate,1901,7000,29.5,0,15,0.141,0.236,synthetic
Silk Board,12.919183,77.607419,transit,2024-01-18,Thursday,7,0,0,0.333,Moderate,2501,7000,33.3,0,15,0.133,0.266,synthetic
Silk Board,12.914007,77.612449,transit,2024-01-18,Thursday,8,0,0,0.633,High,4725,7000,63.3,0,15,0.073,0.506,synthetic
Silk Board,12.913922,77.609835,transit,2024-01-18,Thursday,9,0,0,0.591,High,4121,7000,59.1,0,15,0.082,0.473,synthetic
Silk Board,12.915535,77.609079,transit,2024-01-18,Thursday,10,0,0,0.544,Moderate,3630,7000,54.4,0,15,0.091,0.435,synthetic
Silk Board,12.918831,77.609257,transit,2024-01-18,Thursday,11,0,0,0.498,Moderate,3847,7000,49.8,0,15,0.1,0.398,synthetic
Silk Board,12.919341,77.610992,transit,2024-01-18,Thursday,12,0,0,0.542,Moderate,3852,7000,54.2,0,15,0.092,0.434,synthetic
Silk Board,12.914532,77.609592,transit,2024-01-18,Thursday,13,0,0,0.52,Moderate,3501,7000,52.0,0,15,0.096,0.416,synthetic
Silk Board,12.918424,77.61265,transit,2024-01-18,Thursday,14,0,0,0.464,Moderate,3224,7000,46.4,0,15,0.107,0.371,synthetic
Silk Board,12.920495,77.609172,transit,2024-01-18,Thursday,15,0,0,0.526,Moderate,3274,7000,52.6,0,15,0.095,0.421,synthetic
Silk Board,12.918508,77.606298,transit,2024-01-18,Thursday,16,0,0,0.54,Moderate,3685,7000,54.0,0,15,0.092,0.432,synthetic
Silk Board,12.916334,77.608401,transit,2024-01-18,Thursday,17,0,0,0.708,High,4473,7000,70.8,0,15,0.058,0.566,synthetic
Silk Board,12.917358,77.607724,transit,2024-01-18,Thursday,18,0,0,0.777,High,5459,7000,77.7,0,15,0.045,0.622,synthetic
Silk Board,12.91336,77.606551,transit,2024-01-18,Thursday,19,0,0,0.684,High,4670,7000,68.4,0,15,0.063,0.547,synthetic
Silk Board,12.919597,77.613662,transit,2024-01-18,Thursday,20,0,1,0.591,High,4431,7000,59.1,0,15,0.204,0.473,synthetic
Silk Board,12.919437,77.607032,transit,2024-01-18,Thursday,21,0,1,0.453,Moderate,3160,7000,45.3,0,15,0.274,0.362,synthetic
Silk Board,12.917593,77.606345,transit,2024-01-18,Thursday,22,0,1,0.336,Moderate,2596,7000,33.6,0,15,0.332,0.269,synthetic
Silk Board,12.916962,77.607938,transit,2024-01-18,Thursday,23,0,1,0.22,Low,1588,7000,22.0,0,15,0.39,0.176,synthetic
Indiranagar,12.971884,77.638026,commercial,2024-01-18,Thursday,0,0,1,0.051,Low,276,6000,5.1,1,10,0.475,0.04,synthetic
Indiranagar,12.971111,77.64158,commercial,2024-01-18,Thursday,1,0,1,0.047,Low,307,6000,4.7,1,10,0.477,0.037,synthetic
Indiranagar,12.970175,77.642884,commercial,2024-01-18,Thursday,2,0,1,0.056,Low,342,6000,5.6,1,10,0.472,0.045,synthetic
Indiranagar,12.969304,77.642468,commercial,2024-01-18,Thursday,3,0,1,0.059,Low,331,6000,5.9,1,10,0.471,0.047,synthetic
Indiranagar,12.968013,77.639586,commercial,2024-01-18,Thursday,4,0,1,0.049,Low,258,6000,4.9,1,10,0.476,0.039,synthetic
Indiranagar,12.97252,77.639162,commercial,2024-01-18,Thursday,5,0,1,0.077,Low,468,6000,7.7,1,10,0.462,0.061,synthetic
Indiranagar,12.97362,77.638226,commercial,2024-01-18,Thursday,6,0,0,0.091,Low,577,6000,9.1,1,10,0.182,0.073,synthetic
Indiranagar,12.971034,77.637793,commercial,2024-01-18,Thursday,7,0,0,0.203,Low,1169,6000,20.3,1,10,0.159,0.163,synthetic
Indiranagar,12.97075,77.637729,commercial,2024-01-18,Thursday,8,0,0,0.354,Moderate,2239,6000,35.4,1,10,0.129,0.283,synthetic
Indiranagar,12.967884,77.641513,commercial,2024-01-18,Thursday,9,0,0,0.587,High,3169,6000,58.7,1,10,0.083,0.469,synthetic
Indiranagar,12.969141,77.638423,commercial,2024-01-18,Thursday,10,0,0,0.653,High,3791,6000,65.3,1,10,0.069,0.522,synthetic
Indiranagar,12.970624,77.644389,commercial,2024-01-18,Thursday,11,0,0,0.602,High,3579,6000,60.2,1,10,0.08,0.482,synthetic
Indiranagar,12.967864,77.639014,commercial,2024-01-18,Thursday,12,0,0,0.569,High,2980,6000,56.9,1,10,0.086,0.455,synthetic
Indiranagar,12.971386,77.64306,commercial,2024-01-18,Thursday,13,0,0,0.563,High,3335,6000,56.3,1,10,0.087,0.45,synthetic
Indiranagar,12.970192,77.637636,commercial,2024-01-18,Thursday,14,0,0,0.552,High,3758,6000,55.2,1,10,0.09,0.441,synthetic
Indiranagar,12.969109,77.638561,commercial,2024-01-18,Thursday,15,0,0,0.58,High,3389,6000,58.0,1,10,0.084,0.464,synthetic
Indiranagar,12.972176,77.642913,commercial,2024-01-18,Thursday,16,0,0,0.644,High,3889,6000,64.4,1,10,0.071,0.515,synthetic
Indiranagar,12.972432,77.642766,commercial,2024-01-18,Thursday,17,0,0,0.758,High,4875,6000,75.8,1,10,0.048,0.607,synthetic
Indiranagar,12.973946,77.638399,commercial,2024-01-18,Thursday,18,0,0,0.837,Extreme,4608,6000,83.7,1,10,0.033,0.669,synthetic
