area,latitude,longitude,date,hour,month,weather_condition,rainfall_mm_hr,visibility_km,visibility_score,wind_speed_kmh,humidity_pct,temperature_c,flood_risk,waterlogging_risk,road_slipperiness,weather_severity,is_night,data_source
Shivajinagar,12.979384,77.599608,2024-01-18,4,1,Fog,0.22,0.8,0.067,7.9,91.6,17.5,0.047,0.032,0.135,0.541,1,synthetic
Shivajinagar,12.984738,77.593431,2024-01-18,5,1,Clear,0.0,11.5,0.958,7.4,43.4,21.9,0.0,0.014,0.039,0.015,1,synthetic
Shivajinagar,12.987171,77.597794,2024-01-18,6,1,Clear,0.0,11.8,0.983,7.3,41.4,16.3,0.0,0.0,0.055,0.039,0,synthetic
Shivajinagar,12.986853,77.601451,2024-01-18,7,1,Fog,0.22,1.1,0.092,3.8,93.8,18.4,0.014,0.019,0.139,0.549,0,synthetic
Shivajinagar,12.979168,77.594534,2024-01-18,8,1,Cloudy,0.0,9.3,0.775,15.9,66.3,16.4,0.0,0.0,0.084,0.086,0,synthetic
Shivajinagar,12.986088,77.596418,2024-01-18,9,1,Fog,0.24,0.8,0.067,5.3,91.6,20.2,0.0,0.0,0.138,0.511,0,synthetic
Shivajinagar,12.986792,77.59424,2024-01-18,10,1,Clear,0.0,11.8,0.983,4.3,45.3,20.5,0.023,0.009,0.02,0.008,0,synthetic
Shivajinagar,12.986969,77.598778,2024-01-18,11,1,Clear,0.0,11.6,0.967,10.3,40.1,21.1,0.0,0.0,0.03,0.1,0,synthetic
Shivajinagar,12.982261,77.598081,2024-01-18,12,1,Clear,0.0,12.5,1.0,5.7,43.5,22.4,0.0,0.0,0.061,0.065,0,synthetic
Shivajinagar,12.98523,77.599709,2024-01-18,13,1,Clear,0.0,12.5,1.0,8.9,47.3,22.4,0.035,0.028,0.033,0.02,0,synthetic
Shivajinagar,12.979328,77.593181,2024-01-18,14,1,Clear,0.0,12.7,1.0,3.7,41.5,25.2,0.0,0.013,0.022,0.094,0,synthetic
Shivajinagar,12.988398,77.597124,2024-01-18,15,1,Clear,0.0,12.4,1.0,4.9,46.8,23.8,0.05,0.027,0.025,0.098,0,synthetic
Shivajinagar,12.983396,77.596627,2024-01-18,16,1,Clear,0.0,11.7,0.975,7.6,40.5,24.8,0.0,0.0,0.032,0.003,0,synthetic
Shivajinagar,12.986948,77.59564,2024-01-18,17,1,Clear,0.0,11.7,0.975,5.2,47.6,21.7,0.018,0.033,0.057,0.034,0,synthetic
Shivajinagar,12.98005,77.595204,2024-01-18,18,1,Clear,0.0,11.7,0.975,10.7,43.2,21.8,0.019,0.02,0.04,0.002,0,synthetic
Shivajinagar,12.98238,77.595985,2024-01-18,19,1,Clear,0.0,12.7,1.0,9.1,47.5,22.3,0.029,0.026,0.044,0.013,0,synthetic
Shivajinagar,12.9797,77.602185,2024-01-18,20,1,Clear,0.0,12.4,1.0,5.7,49.8,20.6,0.015,0.041,0.067,0.039,1,synthetic
Shivajinagar,12.982245,77.595755,2024-01-18,21,1,Clear,0.0,11.7,0.975,9.8,49.1,19.9,0.049,0.042,0.065,0.082,1,synthetic
Shivajinagar,12.979115,77.597223,2024-01-18,22,1,Clear,0.0,11.5,0.958,6.0,47.7,18.9,0.007,0.001,0.056,0.017,1,synthetic
Shivajinagar,12.986106,77.596602,2024-01-18,23,1,Strong Wind,1.28,7.6,0.633,66.3,56.7,18.4,0.0,0.0,0.152,0.49,1,synthetic
Jayanagar,12.926996,77.587694,2024-01-18,0,1,Cloudy,0.0,9.1,0.758,14.8,65.2,18.5,0.0,0.009,0.107,0.121,1,synthetic
Jayanagar,12.926974,77.58785,2024-01-18,1,1,Cloudy,0.0,8.6,0.717,15.2,58.2,18.3,0.0,0.0,0.106,0.09,1,synthetic
Jayanagar,12.921305,77.588514,2024-01-18,2,1,Cloudy,0.0,9.8,0.817,12.0,57.9,17.6,0.051,0.052,0.078,0.068,1,synthetic
Jayanagar,12.923864,77.58758,2024-01-18,3,1,Clear,0.0,11.6,0.967,9.3,47.3,16.7,0.0,0.027,0.076,0.078,1,synthetic
Jayanagar,12.921362,77.579084,2024-01-18,4,1,Clear,0.0,12.6,1.0,4.6,48.0,18.2,0.019,0.004,0.053,0.098,1,synthetic
Jayanagar,12.928069,77.581776,2024-01-18,5,1,Clear,0.0,12.1,1.0,5.3,46.4,20.2,0.0,0.0,0.021,0.02,1,synthetic
Jayanagar,12.921744,77.585171,2024-01-18,6,1,Clear,0.0,12.7,1.0,3.3,47.6,16.4,0.003,0.026,0.029,0.055,0,synthetic
Jayanagar,12.923846,77.585639,2024-01-18,7,1,Clear,0.0,11.5,0.958,9.4,43.4,16.3,0.049,0.067,0.061,0.087,0,synthetic
Jayanagar,12.928013,77.581511,2024-01-18,8,1,Clear,0.0,11.5,0.958,10.2,46.2,18.3,0.0,0.017,0.065,0.091,0,synthetic
Jayanagar,12.923923,77.581372,2024-01-18,9,1,Strong Wind,0.92,7.9,0.658,60.4,60.5,20.5,0.0,0.014,0.095,0.492,0,synthetic
Jayanagar,12.923724,77.584973,2024-01-18,10,1,Clear,0.0,12.0,1.0,7.8,48.7,21.2,0.011,0.007,0.051,0.08,0,synthetic
Jayanagar,12.925954,77.585102,2024-01-18,11,1,Clear,0.0,11.5,0.958,6.2,48.0,19.5,0.001,0.0,0.065,0.078,0,synthetic
Jayanagar,12.922127,77.583567,2024-01-18,12,1,Clear,0.0,11.7,0.975,7.7,47.6,20.5,0.0,0.0,0.07,0.074,0,synthetic
Jayanagar,12.930182,77.58196,2024-01-18,13,1,Clear,0.0,12.6,1.0,9.8,42.0,19.9,0.004,0.0,0.078,0.098,0,synthetic
Jayanagar,12.922229,77.580642,2024-01-18,14,1,Clear,0.0,12.0,1.0,5.2,41.4,24.5,0.025,0.048,0.039,0.065,0,synthetic
Jayanagar,12.921558,77.58645,2024-01-18,15,1,Cloudy,0.0,9.4,0.783,11.4,66.0,23.6,0.041,0.058,0.09,0.116,0,synthetic
Jayanagar,12.929976,77.579692,2024-01-18,16,1,Cloudy,0.0,9.0,0.75,13.1,59.9,24.5,0.0,0.0,0.062,0.118,0,synthetic
Jayanagar,12.927455,77.586518,2024-01-18,17,1,Clear,0.0,11.5,0.958,4.1,49.2,22.4,0.002,0.003,0.02,0.072,0,synthetic
Jayanagar,12.924547,77.5869,2024-01-18,18,1,Cloudy,0.0,8.2,0.683,7.6,59.6,22.0,0.0,0.0,0.088,0.111,0,synthetic
Jayanagar,12.92531,77.580242,2024-01-18,19,1,Cloudy,0.0,9.2,0.767,11.0,57.8,20.7,0.052,0.021,0.062,0.072,0,synthetic
Jayanagar,12.926768,77.580556,2024-01-18,20,1,Cloudy,0.0,9.0,0.75,12.5,57.6,22.5,0.013,0.016,0.052,0.111,1,synthetic
Jayanagar,12.925951,77.585785,2024-01-18,21,1,Clear,0.0,11.9,0.992,12.2,43.5,22.1,0.0,0.0,0.056,0.067,1,synthetic
Jayanagar,12.926166,77.584606,2024-01-18,22,1,Cloudy,0.0,8.4,0.7,16.4,63.0,18.6,0.043,0.056,0.074,0.081,1,synthetic
Jayanagar,12.927251,77.58679,2024-01-18,23,1,Light Rain,2.95,6.7,0.558,18.5,82.0,18.0,0.003,0.027,0.295,0.3,1,synthetic
Rajajinagar,12.994036,77.54782,2024-01-18,0,1,Cloudy,0.0,8.8,0.733,16.0,64.8,18.9,0.0,0.0,0.093,0.055,1,synthetic
Rajajinagar,12.997613,77.555224,2024-01-18,1,1,Fog,0.24,0.2,0.017,9.6,87.5,17.1,0.0,0.01,0.151,0.535,1,synthetic
Rajajinagar,12.98941,77.556099,2024-01-18,2,1,Fog,0.19,0.5,0.042,5.8,93.7,17.3,0.021,0.0,0.177,0.521,1,synthetic
Rajajinagar,12.99475,77.555368,2024-01-18,3,1,Cloudy,0.0,8.5,0.708,9.2,64.4,19.0,0.055,0.043,0.079,0.143,1,synthetic
Rajajinagar,12.992701,77.555942,2024-01-18,4,1,Cloudy,0.0,9.8,0.817,10.5,61.6,18.7,0.0,0.0,0.062,0.106,1,synthetic
Rajajinagar,12.991152,77.556515,2024-01-18,5,1,Strong Wind,0.98,8.0,0.667,69.7,61.1,20.7,0.0,0.016,0.154,0.506,1,synthetic
Rajajinagar,12.998696,77.55732,2024-01-18,6,1,Clear,0.0,11.8,0.983,12.1,49.3,18.4,0.0,0.026,0.073,0.028,0,synthetic
Rajajinagar,12.996598,77.557135,2024-01-18,7,1,Clear,0.0,11.8,0.983,4.4,40.9,18.3,0.033,0.032,0.045,0.093,0,synthetic
Rajajinagar,12.994547,77.552766,2024-01-18,8,1,Clear,0.0,11.9,0.992,4.2,42.1,17.3,0.05,0.023,0.04,0.065,0,synthetic
Rajajinagar,12.989333,77.555096,2024-01-18,9,1,Clear,0.0,11.9,0.992,10.5,42.5,20.1,0.0,0.0,0.056,0.0,0,synthetic
Rajajinagar,12.998594,77.55512,2024-01-18,10,1,Clear,0.0,11.3,0.942,10.0,40.3,20.7,0.0,0.028,0.021,0.079,0,synthetic
Rajajinagar,12.991343,77.554966,2024-01-18,11,1,Flood,50.28,1.4,0.117,24.8,94.9,20.6,0.0,0.171,1.0,0.972,0,synthetic
Rajajinagar,12.995122,77.55079,2024-01-18,12,1,Clear,0.0,11.6,0.967,6.5,44.8,21.2,0.0,0.0,0.063,0.056,0,synthetic
Rajajinagar,12.998031,77.557396,2024-01-18,13,1,Clear,0.0,12.7,1.0,6.5,40.6,21.7,0.0,0.0,0.076,0.038,0,synthetic
Rajajinagar,12.995435,77.551892,2024-01-18,14,1,Clear,0.0,12.6,1.0,12.6,44.2,26.5,0.0,0.0,0.072,0.021,0,synthetic
Rajajinagar,12.995967,77.548367,2024-01-18,15,1,Clear,0.0,11.8,0.983,5.9,46.8,24.4,0.018,0.045,0.074,0.066,0,synthetic
Rajajinagar,12.997182,77.555235,2024-01-18,16,1,Cloudy,0.0,8.6,0.717,14.5,59.7,24.6,0.0,0.011,0.068,0.097,0,synthetic
Rajajinagar,12.991658,77.555658,2024-01-18,17,1,Cloudy,0.0,9.5,0.792,16.1,57.6,20.5,0.0,0.029,0.101,0.128,0,synthetic
Rajajinagar,12.99774,77.5511,2024-01-18,18,1,Clear,0.0,12.7,1.0,8.4,46.7,22.0,0.0,0.0,0.053,0.078,0,synthetic
Rajajinagar,12.991026,77.552654,2024-01-18,19,1,Clear,0.0,12.2,1.0,5.2,46.1,20.6,0.0,0.003,0.056,0.042,0,synthetic
Rajajinagar,12.991952,77.557222,2024-01-18,20,1,Strong Wind,0.9,8.3,0.692,67.2,62.0,21.9,0.0,0.0,0.141,0.466,1,synthetic
Rajajinagar,12.992548,77.55478,2024-01-18,21,1,Cloudy,0.0,9.1,0.758,15.6,63.8,22.4,0.005,0.028,0.05,0.113,1,synthetic
Rajajinagar,12.993587,77.549507,2024-01-18,22,1,Fog,0.19,0.9,0.075,1.8,93.0,18.8,0.0,0.0,0.174,0.548,1,synthetic
Rajajinagar,12.994004,77.550733,2024-01-18,23,1,Clear,0.0,12.5,1.0,8.8,40.2,18.5,0.035,0.024,0.065,0.026,1,synthetic
Domlur,12.963029,77.637116,2024-01-18,0,1,Clear,0.0,12.6,1.0,4.1,45.0,19.2,0.0,0.0,0.067,0.066,1,synthetic
Domlur,12.959856,77.639163,2024-01-18,1,1,Clear,0.0,12.2,1.0,4.7,49.5,17.1,0.014,0.0,0.043,0.06,1,synthetic
Domlur,12.965048,77.641578,2024-01-18,2,1,Clear,0.0,12.5,1.0,10.3,45.5,18.8,0.0,0.0,0.05,0.053,1,synthetic
Domlur,12.964118,77.639325,2024-01-18,3,1,Clear,0.0,12.4,1.0,6.8,49.0,18.0,0.018,0.018,0.062,0.053,1,synthetic
Domlur,12.962188,77.643286,2024-01-18,4,1,Cloudy,0.0,8.4,0.7,8.6,63.7,18.8,0.0,0.015,0.086,0.11,1,synthetic
Domlur,12.958599,77.641757,2024-01-18,5,1,Clear,0.0,11.5,0.958,4.0,46.3,21.0,0.052,0.016,0.03,0.077,1,synthetic
Domlur,12.961352,77.634243,2024-01-18,6,1,Clear,0.0,11.9,0.992,11.6,42.9,17.0,0.0,0.027,0.047,0.081,0,synthetic
Domlur,12.960012,77.635726,2024-01-18,7,1,Cloudy,0.0,9.8,0.817,7.6,66.4,17.2,0.04,0.007,0.104,0.079,0,synthetic
Domlur,12.96197,77.640952,2024-01-18,8,1,Light Rain,2.67,7.3,0.608,18.7,73.3,18.1,0.0,0.015,0.299,0.294,0,synthetic
Domlur,12.956473,77.634455,2024-01-18,9,1,Clear,0.0,11.8,0.983,12.2,45.5,22.5,0.057,0.075,0.037,0.049,0,synthetic
Domlur,12.965232,77.639517,2024-01-18,10,1,Clear,0.0,11.2,0.933,9.6,41.2,21.1,0.041,0.063,0.022,0.084,0,synthetic
Domlur,12.958328,77.636615,2024-01-18,11,1,Clear,0.0,12.5,1.0,6.4,44.0,22.3,0.044,0.039,0.033,0.017,0,synthetic
Domlur,12.962104,77.643436,2024-01-18,12,1,Fog,0.22,0.6,0.05,3.4,86.8,20.3,0.028,0.0,0.14,0.538,0,synthetic
Domlur,12.957573,77.633782,2024-01-18,13,1,Cloudy,0.0,8.2,0.683,16.2,59.1,19.7,0.048,0.028,0.094,0.148,0,synthetic
Domlur,12.965052,77.639535,2024-01-18,14,1,Clear,0.0,11.8,0.983,5.6,46.8,24.4,0.0,0.023,0.066,0.078,0,synthetic
Domlur,12.965613,77.640656,2024-01-18,15,1,Clear,0.0,12.0,1.0,7.1,45.8,24.6,0.035,0.025,0.059,0.013,0,synthetic
Domlur,12.958731,77.642005,2024-01-18,16,1,Clear,0.0,11.5,0.958,4.3,42.1,25.9,0.0,0.0,0.027,0.069,0,synthetic
Domlur,12.964543,77.641227,2024-01-18,17,1,Clear,0.0,12.6,1.0,5.4,48.8,20.4,0.0,0.015,0.061,0.056,0,synthetic
Domlur,12.961835,77.638867,2024-01-18,18,1,Clear,0.0,11.4,0.95,10.2,46.2,20.9,0.003,0.026,0.049,0.06,0,synthetic
Domlur,12.961361,77.637747,2024-01-18,19,1,Clear,0.0,11.7,0.975,5.5,45.6,21.2,0.015,0.001,0.061,0.009,0,synthetic
Domlur,12.959813,77.637114,2024-01-18,20,1,Clear,0.0,12.1,1.0,8.2,47.1,21.8,0.014,0.016,0.074,0.037,1,synthetic
Domlur,12.957718,77.638995,2024-01-18,21,1,Cloudy,0.0,9.2,0.767,11.9,66.7,22.4,0.044,0.032,0.088,0.14,1,synthetic
Domlur,12.956519,77.636349,2024-01-18,22,1,Clear,0.0,11.9,0.992,5.6,41.0,17.9,0.023,0.0,0.059,0.09,1,synthetic
Domlur,12.964077,77.63537,2024-01-18,23,1,Clear,0.0,12.0,1.0,4.3,49.7,18.1,0.0,0.0,0.049,0.04,1,synthetic
Chickpet,12.96612,77.573328,2024-01-18,0,1,Clear,0.0,11.4,0.95,4.2,48.0,19.1,0.0,0.0,0.075,0.065,1,synthetic
Chickpet,12.964,77.573671,2024-01-18,1,1,Fog,0.24,0.2,0.017,9.2,89.6,18.1,0.042,0.019,0.169,0.523,1,synthetic
Chickpet,12.971141,77.577876,2024-01-18,2,1,Clear,0.0,11.8,0.983,5.0,40.6,17.4,0.045,0.045,0.067,0.023,1,synthetic
Chickpet,12.966557,77.57711,2024-01-18,3,1,Cloudy,0.0,9.8,0.817,11.5,62.7,17.6,0.002,0.023,0.093,0.146,1,synthetic
Chickpet,12.965859,77.574705,2024-01-18,4,1,Cloudy,0.0,8.8,0.733,12.6,59.5,16.8,0.05,0.033,0.091,0.101,1,synthetic
Chickpet,12.963956,77.579802,2024-01-18,5,1,Clear,0.0,12.1,1.0,6.8,43.0,21.5,0.015,0.0,0.08,0.095,1,synthetic
Chickpet,12.964993,77.58197,2024-01-18,6,1,Cloudy,0.0,8.8,0.733,7.8,60.4,18.2,0.054,0.049,0.051,0.075,0,synthetic
Chickpet,12.972354,77.57375,2024-01-18,7,1,Clear,0.0,11.5,0.958,3.7,49.6,15.9,0.0,0.019,0.051,0.041,0,synthetic
Chickpet,12.970372,77.576835,2024-01-18,8,1,Clear,0.0,11.8,0.983,5.1,44.1,17.5,0.037,0.049,0.053,0.093,0,synthetic
Chickpet,12.963796,77.573326,2024-01-18,9,1,Cloudy,0.0,8.9,0.742,12.6,60.1,21.2,0.0,0.0,0.096,0.093,0,synthetic
Chickpet,12.97125,77.582128,2024-01-18,10,1,Cloudy,0.0,9.6,0.8,10.7,57.6,20.5,0.02,0.0,0.052,0.104,0,synthetic
Chickpet,12.967061,77.574244,2024-01-18,11,1,Clear,0.0,12.1,1.0,6.3,45.5,20.7,0.02,0.009,0.065,0.058,0,synthetic
Chickpet,12.968164,77.580893,2024-01-18,12,1,Cloudy,0.0,9.8,0.817,7.7,61.6,20.9,0.004,0.022,0.1,0.099,0,synthetic
Chickpet,12.966186,77.579559,2024-01-18,13,1,Clear,0.0,11.4,0.95,13.0,48.4,20.5,0.0,0.0,0.043,0.061,0,synthetic
Chickpet,12.97044,77.575776,2024-01-18,14,1,Clear,0.0,12.6,1.0,3.7,42.9,23.6,0.0,0.026,0.076,0.03,0,synthetic
Chickpet,12.966325,77.578645,2024-01-18,15,1,Cloudy,0.0,9.2,0.767,10.5,64.7,24.9,0.045,0.041,0.074,0.138,0,synthetic
Chickpet,12.962565,77.58179,2024-01-18,16,1,Clear,0.0,12.0,1.0,12.0,42.1,25.0,0.037,0.039,0.075,0.036,0,synthetic
Chickpet,12.972127,77.579864,2024-01-18,17,1,Clear,0.0,12.7,1.0,11.0,45.3,21.1,0.049,0.053,0.069,0.074,0,synthetic
Chickpet,12.971054,77.572466,2024-01-18,18,1,Clear,0.0,12.7,1.0,6.6,41.2,20.6,0.002,0.022,0.053,0.083,0,synthetic
Chickpet,12.970104,77.5726,2024-01-18,19,1,Clear,0.0,11.6,0.967,3.9,46.8,22.2,0.017,0.027,0.072,0.055,0,synthetic
Chickpet,12.966848,77.574619,2024-01-18,20,1,Cloudy,0.0,8.7,0.725,8.9,63.7,21.8,0.0,0.018,0.079,0.06,1,synthetic
Chickpet,12.965463,77.572999,2024-01-18,21,1,Cloudy,0.0,9.4,0.783,16.9,57.9,20.6,0.044,0.033,0.11,0.087,1,synthetic
Chickpet,12.96825,77.572328,2024-01-18,22,1,Cloudy,0.0,8.4,0.7,15.7,66.2,18.2,0.045,0.044,0.105,0.08,1,synthetic
Chickpet,12.962639,77.572381,2024-01-18,23,1,Clear,0.0,11.3,0.942,6.4,47.6,17.8,0.016,0.008,0.031,0.057,1,synthetic
KR Puram,12.996969,77.696026,2024-01-18,0,1,Fog,0.17,1.2,0.1,8.9,88.4,18.4,0.0,0.03,0.122,0.547,1,synthetic
KR Puram,12.997416,77.699917,2024-01-18,1,1,Fog,0.26,0.5,0.042,2.3,85.8,17.6,0.036,0.022,0.137,0.519,1,synthetic
KR Puram,13.000266,77.691509,2024-01-18,2,1,Clear,0.0,11.8,0.983,3.5,47.3,18.9,0.0,0.003,0.061,0.043,1,synthetic
KR Puram,12.997696,77.700757,2024-01-18,3,1,Clear,0.0,12.3,1.0,8.6,45.1,16.7,0.0,0.024,0.047,0.061,1,synthetic
KR Puram,12.996574,77.693191,2024-01-18,4,1,Clear,0.0,12.4,1.0,11.6,46.3,17.0,0.0,0.02,0.074,0.066,1,synthetic
KR Puram,12.994592,77.699439,2024-01-18,5,1,Fog,0.21,0.2,0.017,7.8,88.9,19.8,0.0,0.0,0.15,0.539,1,synthetic
KR Puram,12.99659,77.695022,2024-01-18,6,1,Clear,0.0,12.5,1.0,9.1,46.1,18.1,0.005,0.0,0.051,0.093,0,synthetic
KR Puram,13.002039,77.698766,2024-01-18,7,1,Cloudy,0.0,9.7,0.808,15.4,66.3,17.2,0.05,0.047,0.094,0.08,0,synthetic
KR Puram,12.996711,77.692601,2024-01-18,8,1,Clear,0.0,12.1,1.0,6.8,49.2,17.9,0.028,0.029,0.058,0.097,0,synthetic
KR Puram,12.997044,77.691415,2024-01-18,9,1,Cloudy,0.0,8.3,0.692,16.0,65.1,20.2,0.0,0.0,0.057,0.143,0,synthetic
KR Puram,12.998056,77.700038,2024-01-18,10,1,Clear,0.0,11.5,0.958,8.3,41.6,21.7,0.0,0.03,0.022,0.082,0,synthetic
KR Puram,13.001623,77.700548,2024-01-18,11,1,Clear,0.0,12.2,1.0,9.9,42.1,21.6,0.0,0.017,0.024,0.011,0,synthetic
KR Puram,12.998394,77.693677,2024-01-18,12,1,Cloudy,0.0,9.6,0.8,12.7,64.1,19.6,0.025,0.028,0.059,0.097,0,synthetic
KR Puram,13.000778,77.693307,2024-01-18,13,1,Clear,0.0,12.8,1.0,9.8,49.3,21.8,0.0,0.011,0.025,0.028,0,synthetic
KR Puram,12.994518,77.696492,2024-01-18,14,1,Clear,0.0,11.3,0.942,3.3,42.4,23.7,0.0,0.0,0.065,0.097,0,synthetic
KR Puram,13.001232,77.69227,2024-01-18,15,1,Cloudy,0.0,8.7,0.725,16.3,66.4,23.9,0.028,0.034,0.078,0.135,0,synthetic
KR Puram,12.994173,77.701228,2024-01-18,16,1,Clear,0.0,12.7,1.0,6.6,44.0,24.3,0.0,0.007,0.041,0.016,0,synthetic
KR Puram,13.000546,77.693139,2024-01-18,17,1,Cloudy,0.0,8.3,0.692,7.4,63.5,19.5,0.0,0.028,0.094,0.13,0,synthetic
KR Puram,12.998593,77.691878,2024-01-18,18,1,Clear,0.0,11.2,0.933,3.8,46.9,19.8,0.012,0.028,0.041,0.031,0,synthetic
KR Puram,13.001074,77.691906,2024-01-18,19,1,Clear,0.0,11.7,0.975,8.9,47.8,19.9,0.01,0.034,0.043,0.047,0,synthetic
KR Puram,12.999687,77.698401,2024-01-18,20,1,Clear,0.0,12.7,1.0,9.4,41.6,21.7,0.039,0.01,0.075,0.083,1,synthetic
KR Puram,13.000338,77.694313,2024-01-18,21,1,Cloudy,0.0,9.8,0.817,13.0,66.8,20.8,0.049,0.027,0.077,0.148,1,synthetic
KR Puram,13.000714,77.692636,2024-01-18,22,1,Clear,0.0,11.9,0.992,9.8,43.4,17.9,0.042,0.063,0.074,0.054,1,synthetic
KR Puram,13.002003,77.695021,2024-01-18,23,1,Clear,0.0,12.5,1.0,11.5,43.5,18.3,0.039,0.016,0.064,0.066,1,synthetic
Nagawara,13.031316,77.616503,2024-01-18,0,1,Fog,0.16,0.2,0.017,6.4,91.4,16.7,0.025,0.032,0.165,0.508,1,synthetic
Nagawara,13.03512,77.622978,2024-01-18,1,1,Clear,0.0,12.1,1.0,10.3,41.2,17.4,0.0,0.0,0.073,0.013,1,synthetic
Nagawara,13.0301,77.62135,2024-01-18,2,1,Cloudy,0.0,8.4,0.7,16.3,64.5,17.0,0.0,0.017,0.057,0.11,1,synthetic
Nagawara,13.034731,77.622539,2024-01-18,3,1,Clear,0.0,12.1,1.0,11.9,46.5,17.5,0.045,0.031,0.044,0.03,1,synthetic
Nagawara,13.03605,77.614834,2024-01-18,4,1,Fog,0.22,0.2,0.017,3.2,85.3,17.1,0.0,0.024,0.127,0.57,1,synthetic
Nagawara,13.036205,77.61351,2024-01-18,5,1,Cloudy,0.0,8.8,0.733,11.2,62.4,22.2,0.0,0.021,0.063,0.095,1,synthetic
Nagawara,13.033353,77.619692,2024-01-18,6,1,Cloudy,0.0,8.5,0.708,8.3,65.1,17.4,0.02,0.0,0.092,0.144,0,synthetic
Nagawara,13.030975,77.620707,2024-01-18,7,1,Cloudy,0.0,9.0,0.75,10.4,61.1,15.7,0.0,0.0,0.062,0.135,0,synthetic
Nagawara,13.037594,77.621805,2024-01-18,8,1,Cloudy,0.0,8.7,0.725,14.5,61.5,18.0,0.001,0.0,0.06,0.051,0,synthetic
Nagawara,13.034,77.619371,2024-01-18,9,1,Cloudy,0.0,8.6,0.717,8.9,66.5,20.5,0.053,0.07,0.062,0.057,0,synthetic
Nagawara,13.033146,77.61632,2024-01-18,10,1,Clear,0.0,11.9,0.992,8.2,41.4,21.4,0.0,0.002,0.056,0.009,0,synthetic
Nagawara,13.030782,77.617251,2024-01-18,11,1,Clear,0.0,11.5,0.958,6.3,41.5,20.4,0.054,0.058,0.074,0.083,0,synthetic
Nagawara,13.035187,77.62058,2024-01-18,12,1,Clear,0.0,12.1,1.0,7.4,48.3,21.6,0.003,0.012,0.033,0.015,0,synthetic
Nagawara,13.038078,77.614405,2024-01-18,13,1,Clear,0.0,12.6,1.0,8.8,47.8,21.6,0.0,0.021,0.027,0.098,0,synthetic
Nagawara,13.030394,77.620994,2024-01-18,14,1,Clear,0.0,11.9,0.992,9.6,47.1,25.5,0.048,0.034,0.024,0.023,0,synthetic
Nagawara,13.02962,77.617421,2024-01-18,15,1,Cloudy,0.0,9.6,0.8,7.4,62.5,23.6,0.0,0.0,0.1,0.135,0,synthetic
Nagawara,13.037044,77.614004,2024-01-18,16,1,Strong Wind,1.03,8.3,0.692,64.4,59.8,25.4,0.0,0.0,0.122,0.481,0,synthetic
Nagawara,13.033188,77.621234,2024-01-18,17,1,Cloudy,0.0,9.2,0.767,13.4,60.4,21.7,0.018,0.024,0.074,0.054,0,synthetic
Nagawara,13.038687,77.622321,2024-01-18,18,1,Clear,0.0,12.7,1.0,7.2,44.2,19.7,0.026,0.026,0.028,0.008,0,synthetic
Nagawara,13.03809,77.621994,2024-01-18,19,1,Clear,0.0,12.0,1.0,10.2,47.9,21.1,0.0,0.0,0.038,0.07,0,synthetic
Nagawara,13.038278,77.619765,2024-01-18,20,1,Cloudy,0.0,8.4,0.7,13.1,59.9,20.0,0.0,0.017,0.104,0.053,1,synthetic
Nagawara,13.032006,77.619595,2024-01-18,21,1,Cloudy,0.0,8.9,0.742,9.2,58.6,22.5,0.0,0.0,0.093,0.098,1,synthetic
Nagawara,13.037032,77.613224,2024-01-18,22,1,Clear,0.0,11.7,0.975,4.0,41.6,17.2,0.0,0.02,0.053,0.007,1,synthetic
Nagawara,13.031769,77.622553,2024-01-18,23,1,Clear,0.0,12.6,1.0,6.4,42.8,16.6,0.053,0.063,0.055,0.043,1,synthetic
JP Nagar,12.901842,77.594662,2024-01-18,0,1,Cloudy,0.0,8.5,0.708,12.4,64.4,16.9,0.021,0.01,0.086,0.149,1,synthetic
JP Nagar,12.898858,77.595963,2024-01-18,1,1,Fog,0.21,0.2,0.017,4.8,87.1,19.3,0.023,0.001,0.134,0.595,1,synthetic
JP Nagar,12.894135,77.597879,2024-01-18,2,1,Fog,0.19,0.2,0.017,8.4,93.0,18.4,0.0,0.0,0.175,0.569,1,synthetic
JP Nagar,12.89485,77.593691,2024-01-18,3,1,Clear,0.0,11.8,0.983,7.9,41.0,18.8,0.04,0.018,0.067,0.042,1,synthetic
JP Nagar,12.899944,77.5975,2024-01-18,4,1,Fog,0.21,0.3,0.025,1.9,93.9,17.4,0.0,0.003,0.13,0.591,1,synthetic
JP Nagar,12.901638,77.593737,2024-01-18,5,1,Fog,0.26,0.6,0.05,8.2,86.9,20.4,0.011,0.038,0.165,0.554,1,synthetic
JP Nagar,12.898698,77.598943,2024-01-18,6,1,Clear,0.0,12.1,1.0,4.1,43.8,16.2,0.0,0.025,0.078,0.024,0,synthetic
JP Nagar,12.895732,77.595786,2024-01-18,7,1,Cloudy,0.0,8.9,0.742,9.4,61.3,17.1,0.023,0.016,0.095,0.131,0,synthetic
JP Nagar,12.895691,77.594472,2024-01-18,8,1,Cloudy,0.0,9.2,0.767,9.3,61.0,17.3,0.0,0.027,0.082,0.103,0,synthetic
JP Nagar,12.893966,77.597488,2024-01-18,9,1,Cloudy,0.0,8.4,0.7,14.9,62.3,20.8,0.0,0.0,0.106,0.051,0,synthetic
JP Nagar,12.901599,77.592577,2024-01-18,10,1,Clear,0.0,12.4,1.0,12.3,41.9,22.2,0.02,0.016,0.067,0.023,0,synthetic
