road_name,area,latitude,longitude,road_type,hour,date,congestion_level,average_speed_kmh,vehicle_density,delay_minutes,traffic_percentage,road_capacity_vph,road_width_m,signal_count,peak_hour,accident_probability,traffic_direction,is_road_closed,weather_condition,data_source
100 Feet Road Indiranagar,Indiranagar,12.968905,77.639163,arterial,12,2024-01-05,0.4,29.1,59.2,0.9,40.0,3000,30,2,0,0.08,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974386,77.641909,arterial,13,2024-01-05,0.388,29.1,54.7,0.9,38.8,3000,30,7,0,0.078,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972652,77.643758,arterial,14,2024-01-05,0.366,24.7,40.6,0.8,36.6,3000,30,4,0,0.075,both,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97045,77.641253,arterial,15,2024-01-05,0.282,32.7,33.8,0.6,28.2,3000,30,7,0,0.062,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970264,77.643255,arterial,16,2024-01-05,0.294,32.5,36.3,0.6,29.4,3000,30,2,0,0.064,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970033,77.638546,arterial,17,2024-01-05,0.65,18.8,73.1,2.2,65.0,3000,30,6,1,0.117,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971506,77.642389,arterial,18,2024-01-05,0.558,23.5,58.5,1.6,55.8,3000,30,7,1,0.104,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970109,77.639735,arterial,19,2024-01-05,0.635,16.4,77.4,2.1,63.5,3000,30,5,1,0.115,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971053,77.639321,arterial,20,2024-01-05,0.58,20.8,58.5,1.8,58.0,3000,30,7,1,0.157,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969774,77.64306,arterial,21,2024-01-05,0.347,28.7,49.7,0.8,34.7,3000,30,4,0,0.122,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973172,77.644175,arterial,22,2024-01-05,0.111,34.3,15.4,0.2,11.1,3000,30,7,0,0.087,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97131,77.63896,arterial,23,2024-01-05,0.148,32.8,17.2,0.3,14.8,3000,30,6,0,0.092,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972136,77.641337,arterial,0,2024-01-06,0.149,35.1,21.9,0.3,14.9,3000,30,5,0,0.042,inbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974544,77.640691,arterial,1,2024-01-06,0.077,35.3,11.0,0.1,7.7,3000,30,8,0,0.032,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970029,77.641469,arterial,2,2024-01-06,0.151,35.6,22.3,0.3,15.1,3000,30,2,0,0.043,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971586,77.641949,arterial,3,2024-01-06,0.111,36.5,12.6,0.2,11.1,3000,30,2,0,0.037,inbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973883,77.640755,arterial,4,2024-01-06,0.078,38.8,10.6,0.1,7.8,3000,30,7,0,0.032,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972485,77.638483,arterial,5,2024-01-06,0.076,37.2,8.1,0.1,7.6,3000,30,4,0,0.031,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974363,77.644177,arterial,6,2024-01-06,0.287,27.7,28.8,0.6,28.7,3000,30,4,0,0.063,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974138,77.643327,arterial,7,2024-01-06,0.666,15.8,96.9,2.3,66.6,3000,30,6,1,0.12,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97398,77.643455,arterial,8,2024-01-06,0.664,14.9,69.4,2.3,66.4,3000,30,1,1,0.12,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973442,77.64259,arterial,9,2024-01-06,0.653,16.8,86.4,2.2,65.3,3000,30,7,1,0.118,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972944,77.643016,arterial,10,2024-01-06,0.312,27.8,35.2,0.6,31.2,3000,30,8,0,0.067,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970934,77.64158,arterial,11,2024-01-06,0.262,29.2,35.1,0.5,26.2,3000,30,2,0,0.059,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970281,77.641448,arterial,12,2024-01-06,0.401,28.0,56.3,0.9,40.1,3000,30,6,0,0.08,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970397,77.639164,arterial,13,2024-01-06,0.352,30.1,50.1,0.8,35.2,3000,30,2,0,0.073,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972684,77.642269,arterial,14,2024-01-06,0.347,28.7,36.3,0.8,34.7,3000,30,4,0,0.072,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974014,77.638422,arterial,15,2024-01-06,0.311,31.7,37.0,0.6,31.1,3000,30,1,0,0.067,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968794,77.641605,arterial,16,2024-01-06,0.261,30.6,33.9,0.5,26.1,3000,30,8,0,0.059,inbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972127,77.643874,arterial,17,2024-01-06,0.581,22.6,73.6,1.8,58.1,3000,30,3,1,0.107,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972488,77.639401,arterial,18,2024-01-06,0.626,18.3,77.6,2.0,62.6,3000,30,8,1,0.114,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970144,77.638985,arterial,19,2024-01-06,0.559,19.9,77.6,1.6,55.9,3000,30,2,1,0.104,outbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97273,77.640132,arterial,20,2024-01-06,0.572,21.6,74.7,1.7,57.2,3000,30,7,1,0.156,one_way,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974293,77.644076,arterial,21,2024-01-06,0.34,28.1,42.7,0.7,34.0,3000,30,1,0,0.121,inbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970444,77.640091,arterial,22,2024-01-06,0.136,38.0,17.3,0.2,13.6,3000,30,5,0,0.09,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973903,77.64076,arterial,23,2024-01-06,0.126,36.3,15.4,0.2,12.6,3000,30,3,0,0.089,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973546,77.641893,arterial,0,2024-01-07,0.097,33.7,14.5,0.2,9.7,3000,30,7,0,0.035,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970916,77.641529,arterial,1,2024-01-07,0.153,36.7,22.4,0.3,15.3,3000,30,5,0,0.043,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973335,77.640925,arterial,2,2024-01-07,0.08,40.1,11.9,0.1,8.0,3000,30,3,0,0.032,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971767,77.638521,arterial,3,2024-01-07,0.12,35.5,13.7,0.2,12.0,3000,30,3,0,0.038,inbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972946,77.63994,arterial,4,2024-01-07,0.169,33.8,24.8,0.3,16.9,3000,30,5,0,0.045,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970098,77.638605,arterial,5,2024-01-07,0.092,39.8,12.8,0.2,9.2,3000,30,4,0,0.034,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97301,77.642276,arterial,6,2024-01-07,0.32,27.9,35.5,0.7,32.0,3000,30,2,0,0.068,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973961,77.639343,arterial,7,2024-01-07,0.658,20.3,88.2,2.3,65.8,3000,30,5,1,0.119,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974431,77.643977,arterial,8,2024-01-07,0.64,15.9,73.7,2.1,64.0,3000,30,7,1,0.116,outbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971921,77.638221,arterial,9,2024-01-07,0.686,16.8,95.4,2.5,68.6,3000,30,2,1,0.123,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.96982,77.639843,arterial,10,2024-01-07,0.3,30.4,34.0,0.6,30.0,3000,30,7,0,0.065,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971136,77.64032,arterial,11,2024-01-07,0.312,27.3,42.5,0.7,31.2,3000,30,8,0,0.067,both,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973869,77.64041,arterial,12,2024-01-07,0.421,25.7,50.0,1.0,42.1,3000,30,7,0,0.083,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972277,77.639912,arterial,13,2024-01-07,0.426,25.5,47.0,1.0,42.6,3000,30,7,0,0.084,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973019,77.643228,arterial,14,2024-01-07,0.355,25.5,39.8,0.8,35.5,3000,30,6,0,0.073,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969982,77.641937,arterial,15,2024-01-07,0.336,27.2,44.7,0.7,33.6,3000,30,2,0,0.07,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973563,77.64277,arterial,16,2024-01-07,0.339,25.7,50.6,0.7,33.9,3000,30,7,0,0.071,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973221,77.64031,arterial,17,2024-01-07,0.619,20.6,92.7,2.0,61.9,3000,30,6,1,0.113,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974001,77.641606,arterial,18,2024-01-07,0.611,18.2,90.8,1.9,61.1,3000,30,7,1,0.112,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972077,77.64109,arterial,19,2024-01-07,0.628,21.1,70.5,2.1,62.8,3000,30,5,1,0.114,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971018,77.638866,arterial,20,2024-01-07,0.627,18.0,84.9,2.1,62.7,3000,30,4,1,0.164,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971798,77.642231,arterial,21,2024-01-07,0.261,28.9,26.5,0.5,26.1,3000,30,5,0,0.109,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969483,77.640624,arterial,22,2024-01-07,0.083,37.9,10.7,0.1,8.3,3000,30,8,0,0.082,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974575,77.642601,arterial,23,2024-01-07,0.146,32.2,15.6,0.3,14.6,3000,30,4,0,0.092,outbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973654,77.640148,arterial,0,2024-01-08,0.116,36.8,16.6,0.2,11.6,3000,30,2,0,0.037,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974275,77.640796,arterial,1,2024-01-08,0.119,36.8,12.3,0.2,11.9,3000,30,5,0,0.038,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968836,77.64231,arterial,2,2024-01-08,0.107,38.8,11.3,0.2,10.7,3000,30,2,0,0.036,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970903,77.639612,arterial,3,2024-01-08,0.109,37.9,11.2,0.2,10.9,3000,30,4,0,0.036,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973513,77.643692,arterial,4,2024-01-08,0.144,33.5,17.7,0.3,14.4,3000,30,5,0,0.042,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972738,77.64345,arterial,5,2024-01-08,0.142,34.7,18.3,0.2,14.2,3000,30,7,0,0.041,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969481,77.642686,arterial,6,2024-01-08,0.339,31.1,47.6,0.7,33.9,3000,30,2,0,0.071,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971655,77.642131,arterial,7,2024-01-08,0.691,18.8,101.1,2.6,69.1,3000,30,5,1,0.124,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974374,77.64361,arterial,8,2024-01-08,0.611,19.7,75.6,1.9,61.1,3000,30,3,1,0.112,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972776,77.638378,arterial,9,2024-01-08,0.69,13.9,82.8,2.6,69.0,3000,30,2,1,0.123,one_way,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968908,77.641684,arterial,10,2024-01-08,0.274,33.0,29.1,0.5,27.4,3000,30,1,0,0.061,both,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973121,77.640824,arterial,11,2024-01-08,0.345,30.3,51.3,0.7,34.5,3000,30,1,0,0.072,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971289,77.643084,arterial,12,2024-01-08,0.435,24.8,51.1,1.1,43.5,3000,30,3,0,0.085,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97399,77.638482,arterial,13,2024-01-08,0.432,24.5,53.2,1.0,43.2,3000,30,5,0,0.085,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971282,77.640712,arterial,14,2024-01-08,0.418,25.5,49.7,1.0,41.8,3000,30,5,0,0.083,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973596,77.642592,arterial,15,2024-01-08,0.326,31.5,40.6,0.7,32.6,3000,30,4,0,0.069,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968741,77.640576,arterial,16,2024-01-08,0.283,30.9,37.7,0.6,28.3,3000,30,2,0,0.062,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.9701,77.639457,arterial,17,2024-01-08,0.649,18.7,75.8,2.2,64.9,3000,30,8,1,0.117,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970784,77.641842,arterial,18,2024-01-08,0.59,18.1,63.0,1.8,59.0,3000,30,2,1,0.109,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970204,77.639341,arterial,19,2024-01-08,0.565,18.1,57.4,1.7,56.5,3000,30,7,1,0.105,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973601,77.64123,arterial,20,2024-01-08,0.604,19.2,70.2,1.9,60.4,3000,30,6,1,0.161,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974462,77.639728,arterial,21,2024-01-08,0.259,30.0,38.5,0.5,25.9,3000,30,2,0,0.109,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971061,77.641376,arterial,22,2024-01-08,0.087,37.0,10.8,0.1,8.7,3000,30,4,0,0.083,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974196,77.639026,arterial,23,2024-01-08,0.093,34.5,12.0,0.2,9.3,3000,30,5,0,0.084,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973719,77.640939,arterial,0,2024-01-09,0.14,34.9,16.1,0.2,14.0,3000,30,5,0,0.041,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972169,77.640713,arterial,1,2024-01-09,0.128,35.3,13.4,0.2,12.8,3000,30,3,0,0.039,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969851,77.642886,arterial,2,2024-01-09,0.079,37.9,7.9,0.1,7.9,3000,30,2,0,0.032,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969627,77.640703,arterial,3,2024-01-09,0.074,38.4,10.9,0.1,7.4,3000,30,8,0,0.031,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971025,77.639091,arterial,4,2024-01-09,0.128,35.4,16.7,0.2,12.8,3000,30,3,0,0.039,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973685,77.642658,arterial,5,2024-01-09,0.079,38.8,8.8,0.1,7.9,3000,30,4,0,0.032,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972167,77.643059,arterial,6,2024-01-09,0.255,29.5,29.2,0.5,25.5,3000,30,6,0,0.058,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.9697,77.641472,arterial,7,2024-01-09,0.616,17.6,73.2,2.0,61.6,3000,30,5,1,0.112,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970735,77.640259,arterial,8,2024-01-09,0.658,16.5,82.8,2.3,65.8,3000,30,2,1,0.119,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969778,77.638278,arterial,9,2024-01-09,0.637,18.6,77.8,2.1,63.7,3000,30,2,1,0.115,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969951,77.640723,arterial,10,2024-01-09,0.265,28.2,32.2,0.5,26.5,3000,30,5,0,0.06,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971476,77.638572,arterial,11,2024-01-09,0.283,30.6,38.5,0.6,28.3,3000,30,2,0,0.062,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968869,77.640166,arterial,12,2024-01-09,0.342,26.7,41.4,0.7,34.2,3000,30,4,0,0.071,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97374,77.643191,arterial,13,2024-01-09,0.429,23.0,63.2,1.0,42.9,3000,30,6,0,0.084,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969406,77.638867,arterial,14,2024-01-09,0.426,23.0,45.9,1.0,42.6,3000,30,2,0,0.084,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970065,77.642255,arterial,15,2024-01-09,0.283,32.4,31.8,0.6,28.3,3000,30,6,0,0.062,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973684,77.641287,arterial,16,2024-01-09,0.26,30.3,29.8,0.5,26.0,3000,30,1,0,0.059,one_way,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970535,77.642441,arterial,17,2024-01-09,0.615,16.9,90.0,2.0,61.5,3000,30,7,1,0.112,inbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969303,77.640542,arterial,18,2024-01-09,0.645,18.1,80.9,2.2,64.5,3000,30,2,1,0.117,one_way,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972604,77.640726,arterial,19,2024-01-09,0.635,16.2,92.7,2.1,63.5,3000,30,5,1,0.115,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970318,77.640509,arterial,20,2024-01-09,0.605,17.3,67.0,1.9,60.5,3000,30,3,1,0.161,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969572,77.642616,arterial,21,2024-01-09,0.342,27.6,43.1,0.7,34.2,3000,30,8,0,0.121,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973944,77.642157,arterial,22,2024-01-09,0.126,35.4,18.6,0.2,12.6,3000,30,1,0,0.089,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971057,77.63872,arterial,23,2024-01-09,0.162,34.9,22.9,0.3,16.2,3000,30,5,0,0.094,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969579,77.640225,arterial,0,2024-01-10,0.169,32.2,19.1,0.3,16.9,3000,30,8,0,0.045,outbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968915,77.642871,arterial,1,2024-01-10,0.099,37.2,14.8,0.2,9.9,3000,30,6,0,0.035,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97384,77.639258,arterial,2,2024-01-10,0.083,34.3,10.9,0.1,8.3,3000,30,5,0,0.032,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970222,77.640868,arterial,3,2024-01-10,0.104,34.5,15.1,0.2,10.4,3000,30,1,0,0.036,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974159,77.64097,arterial,4,2024-01-10,0.159,34.9,23.4,0.3,15.9,3000,30,6,0,0.044,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97027,77.6429,arterial,5,2024-01-10,0.128,34.0,19.2,0.2,12.8,3000,30,6,0,0.039,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971959,77.639669,arterial,6,2024-01-10,0.281,29.3,29.6,0.6,28.1,3000,30,6,0,0.062,outbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971625,77.640516,arterial,7,2024-01-10,0.625,17.1,70.3,2.0,62.5,3000,30,5,1,0.114,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972045,77.644047,arterial,8,2024-01-10,0.618,19.2,86.1,2.0,61.8,3000,30,8,1,0.113,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97173,77.641315,arterial,9,2024-01-10,0.62,20.8,77.7,2.0,62.0,3000,30,3,1,0.113,one_way,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968869,77.641733,arterial,10,2024-01-10,0.283,29.3,37.2,0.6,28.3,3000,30,3,0,0.062,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.96988,77.638691,arterial,11,2024-01-10,0.322,28.2,35.8,0.7,32.2,3000,30,6,0,0.068,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970197,77.640038,arterial,12,2024-01-10,0.349,26.1,35.2,0.8,34.9,3000,30,7,0,0.072,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969878,77.641151,arterial,13,2024-01-10,0.44,28.0,48.1,1.1,44.0,3000,30,1,0,0.086,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970548,77.643136,arterial,14,2024-01-10,0.355,28.0,42.6,0.8,35.5,3000,30,5,0,0.073,outbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97393,77.641427,arterial,15,2024-01-10,0.333,31.6,37.0,0.7,33.3,3000,30,4,0,0.07,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972961,77.640287,arterial,16,2024-01-10,0.309,31.9,45.5,0.6,30.9,3000,30,7,0,0.066,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972548,77.640393,arterial,17,2024-01-10,0.599,20.3,84.7,1.9,59.9,3000,30,1,1,0.11,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969129,77.64168,arterial,18,2024-01-10,0.592,17.2,86.5,1.8,59.2,3000,30,1,1,0.109,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973423,77.638559,arterial,19,2024-01-10,0.637,17.9,89.2,2.1,63.7,3000,30,7,1,0.116,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971871,77.641767,arterial,20,2024-01-10,0.591,21.0,71.6,1.8,59.1,3000,30,2,1,0.159,one_way,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969498,77.641274,arterial,21,2024-01-10,0.265,30.5,26.9,0.5,26.5,3000,30,3,0,0.11,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970838,77.643724,arterial,22,2024-01-10,0.127,33.5,17.5,0.2,12.7,3000,30,7,0,0.089,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972007,77.64052,arterial,23,2024-01-10,0.109,34.2,15.0,0.2,10.9,3000,30,2,0,0.086,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968776,77.641214,arterial,0,2024-01-11,0.106,34.3,12.4,0.2,10.6,3000,30,3,0,0.036,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973888,77.640914,arterial,1,2024-01-11,0.16,36.3,16.2,0.3,16.0,3000,30,3,0,0.044,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97012,77.639168,arterial,2,2024-01-11,0.089,38.5,10.3,0.1,8.9,3000,30,3,0,0.033,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971424,77.640882,arterial,3,2024-01-11,0.119,33.5,16.5,0.2,11.9,3000,30,1,0,0.038,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971239,77.642768,arterial,4,2024-01-11,0.07,39.5,8.7,0.1,7.0,3000,30,6,0,0.031,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971363,77.63929,arterial,5,2024-01-11,0.076,36.6,9.8,0.1,7.6,3000,30,4,0,0.031,outbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970557,77.639431,arterial,6,2024-01-11,0.28,29.3,41.9,0.6,28.0,3000,30,5,0,0.062,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.971893,77.641774,arterial,7,2024-01-11,0.692,16.0,84.6,2.6,69.2,3000,30,5,1,0.124,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969769,77.639954,arterial,8,2024-01-11,0.669,14.5,94.3,2.4,66.9,3000,30,5,1,0.12,one_way,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973132,77.64212,arterial,9,2024-01-11,0.627,20.3,81.0,2.1,62.7,3000,30,2,1,0.114,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97043,77.639444,arterial,10,2024-01-11,0.26,30.0,32.6,0.5,26.0,3000,30,2,0,0.059,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.97319,77.641965,arterial,11,2024-01-11,0.337,30.0,39.5,0.7,33.7,3000,30,6,0,0.071,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969907,77.63971,arterial,12,2024-01-11,0.34,27.7,39.0,0.7,34.0,3000,30,4,0,0.071,outbound,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969885,77.639246,arterial,13,2024-01-11,0.434,25.2,61.8,1.1,43.4,3000,30,3,0,0.085,inbound,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.968978,77.643699,arterial,14,2024-01-11,0.429,25.4,62.1,1.0,42.9,3000,30,3,0,0.084,both,0,cloudy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.973381,77.638484,arterial,15,2024-01-11,0.292,28.0,39.1,0.6,29.2,3000,30,5,0,0.064,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.969508,77.640555,arterial,16,2024-01-11,0.349,29.3,40.5,0.8,34.9,3000,30,8,0,0.072,both,0,rainy,synthetic
100 Feet Road Indiranagar,Indiranagar,12.972561,77.640816,arterial,17,2024-01-11,0.572,20.5,79.6,1.7,57.2,3000,30,8,1,0.106,inbound,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.970267,77.642073,arterial,18,2024-01-11,0.562,23.6,63.8,1.6,56.2,3000,30,3,1,0.104,both,0,clear,synthetic
100 Feet Road Indiranagar,Indiranagar,12.974083,77.640812,arterial,19,2024-01-11,0.627,21.6,93.1,2.1,62.7,3000,30,1,1,0.114,outbound,0,clear,synthetic
